"permCountExternalId","PermCount"
"CGS 122  PZ-01 SP2023","19"
"CGS 146  PZ-01 SP2023","8"
"CGS 190  PZ-01 SP2023","1"
"CHEM001B PO-02 SP2023","1"
"CHEM001B PO-04 SP2023","1"
"CHEM001B PO-05 SP2023","2"
"CHEM001BLPO-01 SP2023","3"
"CHEM001BLPO-05 SP2023","1"
"CHEM015L KS-03 SP2023","4"
"CHEM015L KS-04 SP2023","6"
"CHEM015L KS-05 SP2023","5"
"CHEM015L KS-07 SP2023","5"
"CHEM015L KS-08 SP2023","4"
"CHEM015L KS-09 SP2023","5"
"CHEM024  HM-01 SP2023","2"
"CHEM024  HM-03 SP2023","1"
"CHEM024  HM-05 SP2023","4"
"CHEM029L KS-01 SP2023","23"
"CHEM042R HM-02 SP2023","2"
"CHEM042R HM-05 SP2023","1"
"CHEM070L KS-01 SP2023","15"
"CHEM081L KS-01 SP2023","3"
"CHEM106  PO-01 SP2023","5"
"CHEM110B PO-01 SP2023","9"
"CHEM110B PO-02 SP2023","11"
"CHEM110B PO-04 SP2023","1"
"CHEM110BLPO-01 SP2023","14"
"CHEM110BLPO-02 SP2023","1"
"CHEM112  PO-01 SP2023","6"
"CHEM115  PO-01 SP2023","12"
"CHEM115 LPO-01 SP2023","5"
"CHEM115 LPO-02 SP2023","4"
"CHEM117L KS-01 SP2023","22"
"CHEM117L KS-03 SP2023","2"
"CHEM117LXKS-01 SP2023","19"
"CHEM117LXKS-02 SP2023","1"
"CHEM117LXKS-03 SP2023","1"
"CHEM117LXKS-04 SP2023","2"
"CHEM117LXKS-05 SP2023","3"
"CHEM117LXKS-07 SP2023","1"
"CHEM117LXKS-08 SP2023","2"
"CHEM117LXKS-09 SP2023","4"
"CHEM117LXKS-10 SP2023","1"
"CHEM147  PO-01 SP2023","9"
"CHEM147 LPO-01 SP2023","8"
"CHEM150  HM-01 SP2023","2"
"CHEM152  HM-04 SP2023","2"
"CHEM152  HM-06 SP2023","1"
"CHEM152  HM-08 SP2023","2"
"CHEM152  HM-10 SP2023","1"
"CHEM152  HM-12 SP2023","1"
"CHEM152  HM-18 SP2023","1"
"CHEM152  HM-19 SP2023","1"
"CHEM152  HM-20 SP2023","1"
"CHEM152  HM-21 SP2023","1"
"CHEM156  PO-01 SP2023","2"
"CHEM158B PO-01 SP2023","1"
"CHEM172  PO-01 SP2023","17"
"CHEM175  PO-01 SP2023","18"
"CHEM180  KS-01 SP2023","4"
"CHEM182  HM-01 SP2023","1"
"CHEM184  HM-01 SP2023","3"
"CHEM191  PO-12 SP2023","1"
"CHEM191  PO-16 SP2023","1"
"CHEM191  PO-28 SP2023","1"
"CHEM193P HM-01 SP2023","5"
"CHEM194  PO-16 SP2023","6"
"CHEM196  KS-01 SP2023","22"
"CHEM197  KS-01 SP2023","7"
"CHIN001B PO-03 SP2023","1"
"CHIN011  PO-01 SP2023","3"
"CHIN013  PO-01 SP2023","2"
"CHIN051H PO-01 SP2023","11"
"CHIN122  PO-01 SP2023","1"
"CHLT056  CH-01 SP2023","1"
"CHLT056  CH-02 SP2023","1"
"CHLT081  CH-01 SP2023","5"
"CHLT083  CH-01 SP2023","5"
"CHLT115  CH-01 SP2023","18"
"CHLT153  CH-01 SP2023","18"
"CHLT156  PZ-01 SP2023","12"
"CHLT157  CH-01 SP2023","14"
"CHLT160  CH-01 SP2023","4"
"CHLT171  PZ-01 SP2023","11"
"CHNT166  PO-01 SP2023","7"
"CHST015  CH-01 SP2023","2"
"CHST028  CH-01 SP2023","11"
"CHST066  CH-01 SP2023","18"
"CHST067  CH-01 SP2023","11"
"CHST120  CH-01 SP2023","7"
"CHST132  CH-01 SP2023","23"
"CHST183  CH-01 SP2023","15"
"CHST187  CH-01 SP2023","8"
"CHST189B PO-01 SP2023","7"
"CHST191  CH-12 SP2023","1"
"CHST191  CH-20 SP2023","2"
"CHST191  CH-28 SP2023","1"
"CHST192  CH-04 SP2023","1"
"CHST192  CH-12 SP2023","3"
"CHST192  CH-20 SP2023","1"
"CHST192  CH-28 SP2023","2"
"CLAS001  PO-01 SP2023","16"
"CLAS019  SC-01 SP2023","30"
"CLAS020  PZ-01 SP2023","29"
"CLAS064  PO-01 SP2023","9"
"CLAS106  PO-01 SP2023","5"
"CLAS161  PZ-01 SP2023","18"
"CLAS162  PZ-01 SP2023","33"
"CLAS175  PZ-01 SP2023","17"
"CLAS191  PO-04 SP2023","2"
"CLAS191  PO-08 SP2023","3"
"COGS011  PZ-01 SP2023","67"
"CORE002  SC-01 SP2023","8"
"CORE002  SC-02 SP2023","6"
"CORE002  SC-03 SP2023","2"
"CORE002  SC-04 SP2023","7"
"CORE002  SC-06 SP2023","8"
"CORE002  SC-07 SP2023","6"
"CORE002  SC-08 SP2023","4"
"CORE002  SC-09 SP2023","4"
"CORE002  SC-10 SP2023","13"
"CORE002  SC-11 SP2023","6"
"CORE002  SC-12 SP2023","4"
"CORE002  SC-13 SP2023","2"
"CORE002  SC-15 SP2023","8"
"CORE002  SC-16 SP2023","6"
"CORE079R HM-01 SP2023","2"
"CORE079R HM-02 SP2023","3"
"CORE079R HM-05 SP2023","1"
"CORE079R HM-06 SP2023","6"
"CORE079R HM-07 SP2023","15"
"CORE079R HM-08 SP2023","2"
"CORE079R HM-09 SP2023","3"
"CORE079R HM-12 SP2023","2"
"CORE079R HM-13 SP2023","4"
"CREA031  PZ-01 SP2023","22"
"CREA159C PZ-01 SP2023","18"
"CSCI004  PZ-01 SP2023","6"
"CSCI005  HM-01 SP2023","2"
"CSCI005  HM-02 SP2023","32"
"CSCI036  CM-01 SP2023","14"
"CSCI036  CM-02 SP2023","43"
"CSCI046  CM-01 SP2023","69"
"CSCI046L CM-01 SP2023","2"
"CSCI049D HM-01 SP2023","2"
"CSCI051A PO-01 SP2023","1"
"CSCI051A PO-02 SP2023","3"
"CSCI051ALPO-01 SP2023","3"
"CSCI051ALPO-02 SP2023","3"
"CSCI051ALPO-03 SP2023","2"
"CSCI054  PO-01 SP2023","38"
"CSCI062  PO-01 SP2023","43"
"CSCI062 LPO-01 SP2023","6"
"CSCI062 LPO-02 SP2023","27"
"CSCI070  HM-01 SP2023","1"
"CSCI070  HM-02 SP2023","4"
"CSCI070  HM-03 SP2023","3"
"CSCI081  HM-01 SP2023","18"
"CSCI081  HM-02 SP2023","18"
"CSCI101  PO-01 SP2023","8"
"CSCI105  HM-01 SP2023","2"
"CSCI105  HM-02 SP2023","2"
"CSCI105  PO-01 SP2023","2"
"CSCI111  HM-01 SP2023","8"
"CSCI131  HM-01 SP2023","5"
"CSCI131  HM-02 SP2023","5"
"CSCI133  HM-01 SP2023","18"
"CSCI140  PO-01 SP2023","2"
"CSCI143  CM-01 SP2023","25"
"CSCI144  HM-01 SP2023","4"
"CSCI152  PO-01 SP2023","41"
"CSCI153  HM-01 SP2023","16"
"CSCI158  PZ-01 SP2023","64"
"CSCI159  PO-01 SP2023","19"
"CSCI181AIHM-01 SP2023","3"
"CSCI181AIHM-02 SP2023","1"
"CSCI181AJHM-01 SP2023","21"
"CSCI181AJHM-02 SP2023","10"
"CSCI181AKHM-01 SP2023","9"
"CSCI181AKHM-02 SP2023","4"
"CSCI188  PO-01 SP2023","6"
"CSCI189  HM-01 SP2023","30"
"CSCI190  PO-01 SP2023","12"
"CSCI190  PO-02 SP2023","1"
"CSCI191  PO-04 SP2023","1"
"CSCI191  SC-01 SP2023","2"
"CSCI192  PO-04 SP2023","1"
"CSCI192  PO-20 SP2023","1"
"CSCI195  HM-01 SP2023","1"
"CSCI195  HM-02 SP2023","25"
"CSMT181A JT-01 SP2023","5"
"DANC010  PO-01 SP2023","56"
"DANC010  PO-02 SP2023","50"
"DANC012  PO-01 SP2023","4"
"DANC012 PPO-01 SP2023","2"
"DANC050  PO-01 SP2023","5"
"DANC050 PPO-01 SP2023","3"
"DANC051  PO-01 SP2023","1"
"DANC068  SC-01 SP2023","41"
"DANC076A SC-01 SP2023","2"
"DANC076B SC-01 SP2023","1"
"DANC078A SC-01 SP2023","2"
"DANC078B SC-01 SP2023","2"
"DANC100A SC-01 SP2023","1"
"DANC100B SC-01 SP2023","1"
"DANC111A SC-01 SP2023","1"
"DANC111B SC-01 SP2023","30"
"DANC112A SC-01 SP2023","6"
"DANC112B SC-01 SP2023","4"
"DANC120  PO-01 SP2023","1"
"DANC122 PPO-01 SP2023","3"
"DANC124  PO-01 SP2023","1"
"DANC124 PPO-01 SP2023","1"
"DANC136B SC-01 SP2023","3"
"DANC138  PO-01 SP2023","2"
"DANC139  PO-01 SP2023","12"
"DANC150A PO-01 SP2023","3"
"DANC150C PO-01 SP2023","2"
"DANC152  PO-01 SP2023","16"
"DANC152 PPO-01 SP2023","13"
"DANC160  SC-01 SP2023","18"
"DANC162A SC-01 SP2023","5"
"DANC162B SC-01 SP2023","3"
"DANC162B SC-02 SP2023","1"
"DANC170  PO-01 SP2023","4"
"DANC175  PO-01 SP2023","5"
"DANC176  PO-01 SP2023","4"
"DANC180  PO-01 SP2023","3"
"DANC181  PO-01 SP2023","2"
"DANC192  PO-04 SP2023","2"
"DS  002  SC-01 SP2023","8"
"DS  108  PZ-01 SP2023","56"
"DS  180  CM-01 SP2023","2"
"EA  010  PO-01 SP2023","23"
"EA  010  PZ-01 SP2023","29"
"EA  010  PZ-02 SP2023","25"
"EA  010  SC-01 SP2023","15"
"EA  020  PO-01 SP2023","20"
"EA  021  CM-01 SP2023","3"
"EA  030  PO-01 SP2023","25"
"EA  030L KS-01 SP2023","18"
"EA  031  PZ-01 SP2023","25"
"EA  032  PZ-01 SP2023","25"
"EA  039  PZ-01 SP2023","10"
"EA  078  PZ-01 SP2023","20"
"EA  085  PO-01 SP2023","26"
"EA  085 LPO-01 SP2023","6"
"EA  085 LPO-02 SP2023","6"
"EA  086  PZ-01 SP2023","34"
"EA  086  SC-01 SP2023","15"
"EA  099  PO-01 SP2023","24"
"EA  103  KS-01 SP2023","5"
"EA  103L KS-01 SP2023","3"
"EA  108  PZ-01 SP2023","24"
"EA  112  PZ-01 SP2023","30"
"EA  133  PZ-01 SP2023","13"
"EA  134  PZ-01 SP2023","4"
"EA  138  PZ-01 SP2023","16"
"EA  141  PZ-01 SP2023","13"
"EA  153  PZ-01 SP2023","24"
"EA  171  PO-01 SP2023","41"
"EA  174  JT-01 SP2023","34"
"EA  185  PO-01 SP2023","13"
"EA  188L KS-01 SP2023","1"
"EA  196  KS-01 SP2023","1"
"EA  197  KS-01 SP2023","1"
"EA  197  PZ-01 SP2023","18"
"ECON020  PZ-01 SP2023","13"
"ECON050  CM-01 SP2023","19"
"ECON050  CM-02 SP2023","10"
"ECON051  PO-01 SP2023","40"
"ECON051  PO-02 SP2023","45"
"ECON051  PZ-01 SP2023","17"
"ECON051  PZ-02 SP2023","17"
"ECON051  SC-01 SP2023","49"
"ECON052  PO-01 SP2023","44"
"ECON052  PO-02 SP2023","3"
"ECON052  PO-03 SP2023","8"
"ECON052  PO-04 SP2023","35"
"ECON052  PZ-01 SP2023","36"
"ECON052  PZ-02 SP2023","31"
"ECON052  PZ-03 SP2023","28"
"ECON052  SC-01 SP2023","31"
"ECON057  PO-01 SP2023","30"
"ECON057  PO-02 SP2023","7"
"ECON057B PO-01 SP2023","10"
"ECON086  CM-01 SP2023","17"
"ECON086  CM-02 SP2023","13"
"ECON086  CM-03 SP2023","28"
"ECON086  CM-04 SP2023","22"
"ECON086  CM-05 SP2023","20"
"ECON086  CM-06 SP2023","28"
"ECON089A PO-01 SP2023","1"
"ECON091  PZ-01 SP2023","33"
"ECON091  PZ-02 SP2023","16"
"ECON100  CM-01 SP2023","9"
"ECON101  CM-01 SP2023","62"
"ECON101  CM-02 SP2023","52"
"ECON101  CM-03 SP2023","31"
"ECON101  CM-04 SP2023","22"
"ECON101  CM-05 SP2023","28"
"ECON101  CM-06 SP2023","30"
"ECON101  CM-07 SP2023","10"
"ECON101  PO-01 SP2023","18"
"ECON101  SC-01 SP2023","14"
"ECON102  CM-01 SP2023","10"
"ECON102  CM-02 SP2023","36"
"ECON102  CM-03 SP2023","40"
"ECON102  CM-04 SP2023","18"
"ECON102  CM-05 SP2023","26"
"ECON102  PO-01 SP2023","1"
"ECON102  SC-01 SP2023","12"
"ECON104  CM-01 SP2023","9"
"ECON104  PZ-01 SP2023","1"
"ECON105  PZ-01 SP2023","7"
"ECON107  PO-01 SP2023","12"
"ECON107  PO-02 SP2023","3"
"ECON117  PO-01 SP2023","6"
"ECON120  CM-01 SP2023","11"
"ECON120  CM-02 SP2023","1"
"ECON120  CM-03 SP2023","5"
"ECON120  CM-04 SP2023","28"
"ECON120  SC-01 SP2023","11"
"ECON124  PO-01 SP2023","9"
"ECON125  CM-01 SP2023","2"
"ECON125  CM-02 SP2023","6"
"ECON125  CM-03 SP2023","31"
"ECON125  CM-04 SP2023","24"
"ECON125  PO-01 SP2023","17"
"ECON125  PZ-01 SP2023","2"
"ECON126  CM-01 SP2023","3"
"ECON126  CM-02 SP2023","3"
"ECON128  PO-01 SP2023","20"
"ECON129  PO-01 SP2023","9"
"ECON134  CM-01 SP2023","19"
"ECON134  CM-02 SP2023","12"
"ECON134  CM-03 SP2023","18"
"ECON134  CM-04 SP2023","15"
"ECON134  CM-05 SP2023","12"
"ECON134  CM-06 SP2023","16"
"ECON134B CM-01 SP2023","6"
"ECON136  SC-01 SP2023","20"
"ECON140  PZ-01 SP2023","26"
"ECON145  CM-01 SP2023","19"
"ECON145  PZ-01 SP2023","8"
"ECON151  CM-01 SP2023","4"
"ECON152  PO-01 SP2023","9"
"ECON154  CM-01 SP2023","7"
"ECON154  HM-01 SP2023","1"
"ECON154  PO-01 SP2023","16"
"ECON155  CM-01 SP2023","2"
"ECON155  PO-01 SP2023","7"
"ECON160  CM-01 SP2023","4"
"ECON160  CM-02 SP2023","9"
"ECON165  CM-02 SP2023","11"
"ECON166  PO-01 SP2023","3"
"ECON170  SC-01 SP2023","33"
"ECON172  CM-01 SP2023","15"
"ECON172  CM-02 SP2023","24"
"ECON175  PZ-01 SP2023","7"
"ECON176  PZ-01 SP2023","10"
"ECON180  CM-01 SP2023","4"
"ECON180  CM-02 SP2023","1"
"ECON180  CM-03 SP2023","5"
"ECON181  CM-01 SP2023","11"
"ECON184  SC-01 SP2023","24"
"ECON187  CM-01 SP2023","35"
"ECON187  CM-02 SP2023","42"
"ECON190  PO-02 SP2023","2"
"ECON190  PO-03 SP2023","1"
"ECON190  PO-04 SP2023","1"
"ECON191  CM-01 SP2023","30"
"ECON194B CM-01 SP2023","2"
"ECON195  PO-04 SP2023","56"
"ECON196  CM-01 SP2023","1"
"ECON197SBCM-01 SP2023","20"
"EDUC301G CG-01 SP2023","1"
"EDUC302G CG-01 SP2023","3"
"ENGL010B PZ-01 SP2023","10"
"ENGL023  PO-01 SP2023","50"
"ENGL031  PZ-01 SP2023","16"
"ENGL049  PO-01 SP2023","12"
"ENGL055C PO-01 SP2023","9"
"ENGL064C PO-01 SP2023","27"
"ENGL064C PO-02 SP2023","15"
"ENGL064D PO-01 SP2023","60"
"ENGL073  PZ-01 SP2023","5"
"ENGL079  PO-01 SP2023","27"
"ENGL086  PO-01 SP2023","16"
"ENGL089A PO-01 SP2023","11"
"ENGL094  PZ-01 SP2023","3"
"ENGL098  PO-01 SP2023","24"
"ENGL102  SC-01 SP2023","49"
"ENGL110  PZ-01 SP2023","21"
"ENGL120  PZ-01 SP2023","18"
"ENGL125C AF-01 SP2023","11"
"ENGL130  PZ-01 SP2023","11"
"ENGL133S SC-01 SP2023","14"
"ENGL135  PZ-01 SP2023","8"
"ENGL138  PO-01 SP2023","2"
"ENGL145  SC-01 SP2023","35"
"ENGL154  PO-01 SP2023","7"
"ENGL160  PZ-01 SP2023","6"
"ENGL161A PZ-01 SP2023","10"
"ENGL170J PO-01 SP2023","14"
"ENGL170R PO-01 SP2023","9"
"ENGL174  SC-01 SP2023","21"
"ENGL180  SC-01 SP2023","11"
"ENGL185  SC-01 SP2023","2"
"ENGL189K PO-01 SP2023","38"
"ENGL191  PO-04 SP2023","1"
"ENGL191  PO-12 SP2023","2"
"ENGL191  PO-20 SP2023","1"
"ENGL191  PO-24 SP2023","3"
"ENGL191  PO-32 SP2023","3"
"ENGL191  PO-44 SP2023","1"
"ENGL193  SC-01 SP2023","10"
"ENGL194  PZ-01 SP2023","9"
"ENGL197P SC-01 SP2023","9"
"ENGL197P SC-02 SP2023","19"
"ENGL197S SC-01 SP2023","5"
"ENGR004  HM-01 SP2023","21"
"ENGR004  HM-02 SP2023","9"
"ENGR004L HM-01 SP2023","8"
"ENGR004L HM-02 SP2023","4"
"ENGR015  HM-01 SP2023","37"
"ENGR025  HM-01 SP2023","1"
"ENGR072  HM-01 SP2023","1"
"ENGR082  HM-01 SP2023","1"
"ENGR083  HM-01 SP2023","15"
"ENGR085A HM-01 SP2023","2"
"ENGR111  HM-01 SP2023","4"
"ENGR113  HM-01 SP2023","2"
"ENGR114  HM-01 SP2023","1"
"ENGR177  HM-01 SP2023","3"
"ENGR180  HM-01 SP2023","3"
"ENGR185B HM-01 SP2023","3"
"ENGR185B HM-02 SP2023","2"
"ENGR190BAHM-01 SP2023","1"
"ENGR190BEHM-01 SP2023","2"
"ENGR190BFHM-01 SP2023","5"
"ENTR049A HM-01 SP2023","86"
"FGSS036  SC-01 SP2023","29"
"FGSS188F SC-01 SP2023","3"
"FGSS192  SC-01 SP2023","18"
"FHS 010  CM-01 SP2023","39"
"FHS 010  CM-02 SP2023","12"
"FHS 010  CM-03 SP2023","8"
"FHS 010  CM-04 SP2023","2"
"FHS 010  CM-05 SP2023","13"
"FHS 010  CM-06 SP2023","25"
"FHS 010  CM-07 SP2023","2"
"FHS 010  CM-08 SP2023","13"
"FHS 010  CM-09 SP2023","3"
"FHS 010  CM-10 SP2023","7"
"FREN001L CM-02 SP2023","1"
"FREN002  SC-02 SP2023","10"
"FREN002L CM-01 SP2023","2"
"FREN002L CM-02 SP2023","1"
"FREN011  PO-01 SP2023","3"
"FREN033  PO-02 SP2023","2"
"FREN033  SC-02 SP2023","1"
"FREN044  PO-01 SP2023","1"
"FREN044  SC-01 SP2023","7"
"FREN100  SC-01 SP2023","1"
"FREN101  PO-01 SP2023","5"
"FREN115  CM-01 SP2023","5"
"FREN175  PO-01 SP2023","2"
"FREN187A SC-01 SP2023","2"
"FREN191  PO-04 SP2023","1"
"FREN191  PO-08 SP2023","1"
"FREN192  PO-04 SP2023","1"
"FREN192  PO-08 SP2023","2"
"FREN193  PO-04 SP2023","2"
"FWS 010  CM-01 SP2023","7"
"FWS 010  CM-02 SP2023","4"
"FWS 010  CM-06 SP2023","28"
"FWS 010  CM-07 SP2023","26"
"FWS 010  CM-08 SP2023","20"
"FWS 010  CM-09 SP2023","3"
