"permCountExternalId","PermCount"
"FWS 010  CM-10 SP2023","19"
"FWS 010  CM-11 SP2023","16"
"FWS 010  CM-12 SP2023","8"
"FWS 010  CM-13 SP2023","7"
"FWS 010  CM-14 SP2023","3"
"GEOL020A PO-01 SP2023","83"
"GEOL020A PO-02 SP2023","87"
"GEOL020C PO-01 SP2023","74"
"GEOL129  PO-01 SP2023","1"
"GEOL189G PO-01 SP2023","11"
"GEOL192  PO-04 SP2023","12"
"GEOL192  PO-08 SP2023","4"
"GERM002  SC-01 SP2023","4"
"GERM013  PO-01 SP2023","1"
"GOVT020  CM-01 SP2023","29"
"GOVT020  CM-02 SP2023","32"
"GOVT020  CM-03 SP2023","29"
"GOVT020  CM-04 SP2023","17"
"GOVT020  CM-05 SP2023","9"
"GOVT020  CM-06 SP2023","21"
"GOVT020  CM-07 SP2023","13"
"GOVT020  CM-08 SP2023","6"
"GOVT041  CM-01 SP2023","3"
"GOVT041B CM-01 SP2023","23"
"GOVT060  CM-01 SP2023","13"
"GOVT060  CM-02 SP2023","12"
"GOVT060  CM-03 SP2023","17"
"GOVT065  CM-01 SP2023","13"
"GOVT070  CM-01 SP2023","27"
"GOVT070  CM-02 SP2023","28"
"GOVT070  CM-03 SP2023","20"
"GOVT070H CM-01 SP2023","16"
"GOVT071  CM-01 SP2023","7"
"GOVT080  CM-01 SP2023","19"
"GOVT080  CM-02 SP2023","14"
"GOVT080  CM-03 SP2023","1"
"GOVT100  CM-01 SP2023","9"
"GOVT101  CM-01 SP2023","19"
"GOVT106  CM-01 SP2023","17"
"GOVT107  CM-01 SP2023","22"
"GOVT110  CM-01 SP2023","10"
"GOVT110  CM-02 SP2023","9"
"GOVT117  CM-01 SP2023","22"
"GOVT124  CM-01 SP2023","1"
"GOVT128  JT-01 SP2023","9"
"GOVT137  CM-01 SP2023","8"
"GOVT137A CM-01 SP2023","15"
"GOVT138C CM-01 SP2023","5"
"GOVT140  CM-01 SP2023","19"
"GOVT142  CM-01 SP2023","10"
"GOVT143C CM-01 SP2023","14"
"GOVT144D CM-01 SP2023","4"
"GOVT145E CM-01 SP2023","19"
"GOVT148  CM-01 SP2023","12"
"GOVT150  CM-01 SP2023","25"
"GOVT154  CM-01 SP2023","10"
"GOVT999  CM-02 SP2023","1"
"GRMT014  PO-01 SP2023","1"
"GRMT164  PO-01 SP2023","1"
"GWS 026  PO-01 SP2023","16"
"GWS 026  PO-02 SP2023","46"
"GWS 026  PO-03 SP2023","10"
"GWS 162  PO-01 SP2023","6"
"GWS 183  PO-02 SP2023","4"
"GWS 184  PO-01 SP2023","16"
"GWS 191  PO-04 SP2023","3"
"GWS 191  PO-12 SP2023","2"
"HIST020  PO-01 SP2023","2"
"HIST025  CH-01 SP2023","8"
"HIST025  PZ-01 SP2023","13"
"HIST032  CH-01 SP2023","5"
"HIST041  AF-01 SP2023","5"
"HIST042  PZ-01 SP2023","13"
"HIST043  PO-01 SP2023","8"
"HIST054  CM-01 SP2023","20"
"HIST056  CM-01 SP2023","21"
"HIST056  CM-02 SP2023","29"
"HIST059  CM-01 SP2023","5"
"HIST059  PZ-01 SP2023","23"
"HIST068  PZ-01 SP2023","3"
"HIST071  PO-01 SP2023","3"
"HIST082  HM-01 SP2023","1"
"HIST087  PZ-01 SP2023","11"
"HIST099  CM-01 SP2023","20"
"HIST101T CH-01 SP2023","1"
"HIST102  PO-01 SP2023","1"
"HIST105  PO-01 SP2023","5"
"HIST111  CM-01 SP2023","41"
"HIST111  CM-02 SP2023","39"
"HIST123  CM-01 SP2023","8"
"HIST125  CM-01 SP2023","6"
"HIST128  CM-01 SP2023","64"
"HIST128  CM-02 SP2023","87"
"HIST132  CM-01 SP2023","7"
"HIST134  CM-01 SP2023","3"
"HIST137  SC-01 SP2023","17"
"HIST138  PZ-01 SP2023","6"
"HIST142E CM-01 SP2023","15"
"HIST142E CM-02 SP2023","7"
"HIST143  SC-01 SP2023","9"
"HIST146  PO-01 SP2023","2"
"HIST148  PO-01 SP2023","2"
"HIST151  PZ-01 SP2023","6"
"HIST154  PZ-01 SP2023","9"
"HIST157  CM-01 SP2023","4"
"HIST160  CM-01 SP2023","1"
"HIST166  CM-01 SP2023","2"
"HIST166  PO-01 SP2023","6"
"HIST167  CM-01 SP2023","24"
"HIST169  PZ-01 SP2023","19"
"HIST170  CM-01 SP2023","14"
"HIST174  CM-01 SP2023","26"
"HIST174  PO-01 SP2023","5"
"HIST178  PZ-01 SP2023","19"
"HIST179  PO-01 SP2023","3"
"HIST180  PO-01 SP2023","3"
"HIST180  SC-01 SP2023","2"
"HIST183  CM-01 SP2023","9"
"HIST187  PZ-01 SP2023","33"
"HIST187  PZ-02 SP2023","31"
"HIST189G PO-01 SP2023","1"
"HIST190  CM-01 SP2023","15"
"HIST191  PO-04 SP2023","8"
"HIST192  PO-04 SP2023","2"
"HSA 010  HM-02 SP2023","7"
"HSA 010  HM-03 SP2023","1"
"HSA 010  HM-04 SP2023","2"
"HSA 010  HM-05 SP2023","4"
"HSA 010  HM-06 SP2023","7"
"HSA 010  HM-07 SP2023","5"
"HSA 010  HM-08 SP2023","5"
"HSA 010  HM-09 SP2023","2"
"HSA 010  HM-10 SP2023","3"
"HSA 010  HM-11 SP2023","2"
"HSA 010  HM-12 SP2023","5"
"HSA 010  HM-13 SP2023","4"
"HSA 010  HM-14 SP2023","5"
"HSA 010  HM-15 SP2023","2"
"HSA 010  HM-16 SP2023","2"
"HSA 010  HM-17 SP2023","4"
"HUM 195J SC-01 SP2023","4"
"HUM 196  PO-01 SP2023","6"
"ID  080  CM-01 SP2023","13"
"ID  186  PO-01 SP2023","1"
"ID  191S SC-01 SP2023","3"
"ID  199P3PO-01 SP2023","1"
"IR  100  PO-01 SP2023","5"
"IR  118  PO-01 SP2023","5"
"IR  191  PO-04 SP2023","1"
"ITAL044  SC-01 SP2023","3"
"JAPN001B PO-02 SP2023","2"
"JAPN001B PO-03 SP2023","2"
"JAPN012B PO-01 SP2023","1"
"JAPN014B PO-01 SP2023","1"
"JAPN051B PO-01 SP2023","1"
"JAPN051B PO-02 SP2023","2"
"JPNT176  PO-01 SP2023","15"
"KORE002  CM-02 SP2023","1"
"KORE002  CM-03 SP2023","1"
"KRNT130  CM-01 SP2023","18"
"LAMS191  PO-04 SP2023","1"
"LAS 180  PO-01 SP2023","8"
"LATN044  PO-01 SP2023","1"
"LEAD010  CM-01 SP2023","25"
"LEAD010  CM-02 SP2023","32"
"LEAD041  CM-01 SP2023","24"
"LGCS010  PO-01 SP2023","8"
"LGCS010  PZ-01 SP2023","24"
"LGCS011  PO-01 SP2023","2"
"LGCS101  PO-01 SP2023","4"
"LGCS105  PO-01 SP2023","3"
"LGCS112  PO-01 SP2023","19"
"LGCS114  PO-01 SP2023","43"
"LGCS123  PO-01 SP2023","2"
"LGCS125  PO-01 SP2023","4"
"LGCS128  PO-01 SP2023","9"
"LGCS191  PO-04 SP2023","2"
"LGCS191  PO-06 SP2023","3"
"LGCS191  PO-08 SP2023","6"
"LGCS191  PO-12 SP2023","4"
"LGCS191  PO-16 SP2023","2"
"LIT 035  HM-01 SP2023","40"
"LIT 036  CM-01 SP2023","99"
"LIT 038  CM-01 SP2023","32"
"LIT 058  CM-01 SP2023","9"
"LIT 099  CM-01 SP2023","3"
"LIT 099A CM-01 SP2023","34"
"LIT 099B CM-01 SP2023","13"
"LIT 099C CM-01 SP2023","14"
"LIT 104  HM-01 SP2023","8"
"LIT 118  CM-01 SP2023","24"
"LIT 125  CM-01 SP2023","3"
"LIT 130  CM-01 SP2023","98"
"LIT 132  CM-01 SP2023","28"
"LIT 134C CM-01 SP2023","29"
"LIT 141  HM-01 SP2023","28"
"LIT 155  HM-01 SP2023","1"
"LIT 162  AF-01 SP2023","21"
"LIT 163  AF-01 SP2023","10"
"LIT 177  CM-01 SP2023","20"
"LIT 183  CM-01 SP2023","18"
"LIT 185  CM-01 SP2023","23"
"MATH010W PZ-01 SP2023","58"
"MATH030  CM-01 SP2023","55"
"MATH030  CM-02 SP2023","35"
"MATH030  CM-03 SP2023","6"
"MATH030  PZ-01 SP2023","2"
"MATH030  SC-01 SP2023","24"
"MATH031  CM-01 SP2023","10"
"MATH031  CM-02 SP2023","8"
"MATH031  PO-01 SP2023","24"
"MATH031  PO-02 SP2023","15"
"MATH031  PZ-01 SP2023","16"
"MATH031  SC-01 SP2023","18"
"MATH032  CM-01 SP2023","5"
"MATH032  PO-01 SP2023","21"
"MATH032  PO-02 SP2023","1"
"MATH032  SC-01 SP2023","5"
"MATH052  PZ-01 SP2023","40"
"MATH055  CM-01 SP2023","21"
"MATH055  HM-01 SP2023","20"
"MATH055  HM-02 SP2023","16"
"MATH055  SC-01 SP2023","10"
"MATH058  PO-01 SP2023","10"
"MATH058B PO-01 SP2023","10"
"MATH060  CM-01 SP2023","25"
"MATH060  PO-01 SP2023","3"
"MATH060  PO-02 SP2023","1"
"MATH060  PO-03 SP2023","1"
"MATH060  SC-01 SP2023","1"
"MATH062  HM-01 SP2023","9"
"MATH062  HM-02 SP2023","3"
"MATH062  HM-03 SP2023","2"
"MATH067  PO-01 SP2023","9"
"MATH073  HM-03 SP2023","10"
"MATH073  HM-04 SP2023","11"
"MATH073  HM-05 SP2023","3"
"MATH073  HM-07 SP2023","1"
"MATH073  HM-08 SP2023","1"
"MATH101  PO-01 SP2023","1"
"MATH102  PO-01 SP2023","7"
"MATH103  PO-01 SP2023","30"
"MATH104  HM-01 SP2023","8"
"MATH131  HM-02 SP2023","5"
"MATH135  SC-01 SP2023","2"
"MATH145  PO-01 SP2023","7"
"MATH145A PZ-01 SP2023","20"
"MATH147  HM-01 SP2023","4"
"MATH150  PO-01 SP2023","16"
"MATH151  CM-01 SP2023","9"
"MATH151  PO-01 SP2023","28"
"MATH156  HM-01 SP2023","6"
"MATH158  PO-01 SP2023","8"
"MATH160  CM-01 SP2023","1"
"MATH162  CM-01 SP2023","13"
"MATH164  HM-01 SP2023","7"
"MATH179  HM-01 SP2023","18"
"MATH180  CM-01 SP2023","11"
"MATH181  PO-01 SP2023","1"
"MATH190  PO-01 SP2023","4"
"MATH191  PO-04 SP2023","14"
"MATH197  HM-01 SP2023","1"
"MATH197  HM-02 SP2023","2"
"MATH197  HM-03 SP2023","1"
"MATH197  HM-04 SP2023","2"
"MATH197  HM-05 SP2023","1"
"MATH197  HM-06 SP2023","1"
"MATH197  HM-07 SP2023","2"
"MATH197  HM-08 SP2023","1"
"MATH197  HM-09 SP2023","1"
"MATH197  HM-10 SP2023","1"
"MATH197  HM-12 SP2023","1"
"MATH197  HM-13 SP2023","1"
"MATH197  HM-14 SP2023","1"
"MATH197A CM-01 SP2023","5"
"MATH197A CM-02 SP2023","1"
"MATH198  HM-01 SP2023","2"
"MATH198  HM-03 SP2023","1"
"MLLC144  PZ-01 SP2023","3"
"MLLC155  PZ-01 SP2023","3"
"MLLC188  PZ-01 SP2023","6"
"MOBI188  PO-01 SP2023","7"
"MOBI191A PO-64 SP2023","1"
"MOBI191B PO-60 SP2023","2"
"MOBI194B PO-08 SP2023","3"
"MOBI194B PO-20 SP2023","2"
"MOBI194B PO-32 SP2023","1"
"MOBI194B PO-34 SP2023","1"
"MOBI194B PO-40 SP2023","1"
"MOBI194B PO-42 SP2023","5"
"MOBI194B PO-48 SP2023","4"
"MOBI194B PO-56 SP2023","1"
"MOBI194B PO-64 SP2023","1"
"MS  036  SC-01 SP2023","26"
"MS  038  SC-01 SP2023","94"
"MS  041  SC-01 SP2023","71"
"MS  049  PO-01 SP2023","21"
"MS  049  PO-02 SP2023","29"
"MS  049  SC-01 SP2023","35"
"MS  050  PZ-01 SP2023","27"
"MS  051  PO-01 SP2023","33"
"MS  051  PZ-01 SP2023","25"
"MS  053  SC-01 SP2023","1"
"MS  059  SC-01 SP2023","20"
"MS  060  PZ-01 SP2023","22"
"MS  082  SC-01 SP2023","61"
"MS  087  PZ-01 SP2023","10"
"MS  093  PZ-01 SP2023","6"
"MS  097  PZ-01 SP2023","14"
"MS  099  PZ-01 SP2023","7"
"MS  100  AA-01 SP2023","32"
"MS  120  PZ-01 SP2023","54"
"MS  124  PZ-01 SP2023","10"
"MS  126  PO-01 SP2023","34"
"MS  131  SC-01 SP2023","30"
"MS  132  SC-01 SP2023","14"
"MS  148D PO-01 SP2023","13"
"MS  174  PO-01 SP2023","16"
"MS  175  PO-01 SP2023","26"
"MS  190  JT-01 SP2023","9"
"MS  190  JT-02 SP2023","20"
"MS  194  PZ-01 SP2023","54"
"MS  196  PZ-01 SP2023","23"
"MSL 001A CM-01 SP2023","1"
"MSL 099  CM-01 SP2023","23"
"MSL 101B CM-01 SP2023","6"
"MSL 102B CM-01 SP2023","8"
"MSL 103B CM-01 SP2023","5"
"MSL 104B CM-01 SP2023","4"
"MUS 004  PO-01 SP2023","8"
"MUS 007  PO-01 SP2023","23"
"MUS 007  PO-02 SP2023","26"
"MUS 031  PO-01 SP2023","52"
"MUS 032  PO-01 SP2023","10"
"MUS 033  PO-01 SP2023","1"
"MUS 037  PO-01 SP2023","18"
"MUS 040  PO-01 SP2023","11"
"MUS 041  PO-01 SP2023","7"
"MUS 042B PO-01 SP2023","5"
"MUS 051  PO-01 SP2023","11"
"MUS 060  PO-01 SP2023","13"
"MUS 065  PO-01 SP2023","4"
"MUS 071  PO-01 SP2023","7"
"MUS 080  PO-01 SP2023","17"
"MUS 080 LPO-02 SP2023","2"
"MUS 085  SC-01 SP2023","6"
"MUS 085  SC-02 SP2023","1"
"MUS 085  SC-03 SP2023","2"
"MUS 085  SC-04 SP2023","2"
"MUS 089  SC-01 SP2023","48"
"MUS 089  SC-02 SP2023","23"
"MUS 091  PO-01 SP2023","7"
"MUS 096B PO-01 SP2023","30"
"MUS 112  SC-01 SP2023","9"
"MUS 121  PO-01 SP2023","5"
"MUS 140  PO-01 SP2023","1"
"MUS 151H SC-01 SP2023","5"
"MUS 170F SC-02 SP2023","6"
"MUS 170H SC-01 SP2023","1"
"MUS 170H SC-02 SP2023","5"
"MUS 170H SC-03 SP2023","2"
"MUS 171F SC-01 SP2023","6"
"MUS 171F SC-02 SP2023","2"
"MUS 171F SC-03 SP2023","7"
"MUS 171H SC-01 SP2023","12"
"MUS 171H SC-02 SP2023","10"
"MUS 171H SC-03 SP2023","10"
"MUS 171H SC-04 SP2023","14"
"MUS 172  SC-01 SP2023","8"
"MUS 173  JM-01 SP2023","37"
"MUS 175  JM-01 SP2023","52"
"MUS 176  JM-01 SP2023","26"
"MUS 177F SC-01 SP2023","15"
"MUS 177H SC-01 SP2023","10"
"MUS 180F SC-02 SP2023","6"
"MUS 180F SC-03 SP2023","2"
"MUS 180H SC-02 SP2023","18"
"MUS 180H SC-03 SP2023","9"
"MUS 192  PO-04 SP2023","3"
"NEUR095L JT-01 SP2023","25"
"NEUR103  KS-01 SP2023","5"
"NEUR148L KS-01 SP2023","12"
"NEUR149  KS-01 SP2023","1"
"NEUR168  PO-01 SP2023","1"
"NEUR178  PO-01 SP2023","3"
"NEUR178 LPO-01 SP2023","1"
"NEUR178 LPO-02 SP2023","2"
"NEUR191  PO-04 SP2023","1"
"NEUR191  PO-05 SP2023","1"
"NEUR191  PO-06 SP2023","3"
"NEUR191  PO-08 SP2023","1"
"NEUR191  PO-12 SP2023","2"
"NEUR191  PO-16 SP2023","1"
"NEUR191  PO-20 SP2023","1"
"NEUR192  PO-04 SP2023","10"
"NEUR194B PO-04 SP2023","3"
"NEUR194B PO-08 SP2023","1"
"NEUR194B PO-14 SP2023","2"
"NEUR194B PO-16 SP2023","1"
"NEUR194B PO-20 SP2023","3"
"NEUR194B PO-24 SP2023","1"
"NEUR196  KS-01 SP2023","18"
"ORST060  PZ-01 SP2023","19"
"ORST110  PZ-01 SP2023","2"
"ORST135  PZ-01 SP2023","10"
"ORST145  PZ-01 SP2023","8"
"ORST164  PZ-01 SP2023","18"
"ORST180  PZ-01 SP2023","1"
"ORST198J PZ-01 SP2023","14"
"PE  001  PO-01 SP2023","2"
"PE  002  PO-01 SP2023","23"
"PE  003  PO-01 SP2023","2"
"PE  005A JP-01 SP2023","2"
"PE  005D JP-01 SP2023","1"
"PE  006  PO-01 SP2023","11"
"PE  007  PO-01 SP2023","1"
"PE  008  PO-01 SP2023","2"
"PE  009  JP-01 SP2023","1"
"PE  009  PO-01 SP2023","1"
"PE  009A PO-01 SP2023","13"
"PE  009A PO-02 SP2023","2"
"PE  010  JP-01 SP2023","24"
"PE  010  PO-01 SP2023","5"
"PE  011A JP-01 SP2023","7"
"PE  015  JP-02 SP2023","1"
"PE  015  PO-01 SP2023","3"
"PE  015  PO-02 SP2023","1"
"PE  016  PO-01 SP2023","12"
"PE  018  JP-01 SP2023","1"
"PE  018  PO-01 SP2023","2"
"PE  018  PO-02 SP2023","10"
"PE  019  PO-01 SP2023","2"
"PE  021  JP-01 SP2023","5"
"PE  022A PO-01 SP2023","9"
"PE  022A PO-02 SP2023","27"
"PE  022B PO-01 SP2023","3"
"PE  023  PO-01 SP2023","3"
"PE  025  PO-01 SP2023","10"
"PE  025  PO-02 SP2023","12"
"PE  026  PO-01 SP2023","4"
"PE  029  PO-01 SP2023","12"
"PE  032  PO-01 SP2023","3"
"PE  033B PO-01 SP2023","2"
"PE  034  JP-01 SP2023","18"
"PE  035B PO-01 SP2023","19"
"PE  038A PO-01 SP2023","8"
"PE  040  JP-01 SP2023","12"
"PE  040  PO-01 SP2023","9"
"PE  040  PO-02 SP2023","10"
"PE  041  JP-01 SP2023","3"
"PE  045  JP-01 SP2023","5"
"PE  048  JP-01 SP2023","8"
"PE  048  PO-01 SP2023","7"
"PE  055A PO-01 SP2023","9"
"PE  055B PO-01 SP2023","5"
"PE  056E JP-01 SP2023","1"
"PE  057B JP-01 SP2023","20"
"PE  059  JP-01 SP2023","17"
"PE  061  PO-02 SP2023","1"
"PE  063  PO-01 SP2023","15"
"PE  068  PO-01 SP2023","2"
"PE  069  PO-01 SP2023","30"
"PE  073  JP-01 SP2023","2"
"PE  073  PO-01 SP2023","6"
"PE  075A PO-01 SP2023","1"
"PE  075B PO-01 SP2023","1"
"PE  077A PO-01 SP2023","4"
"PE  077A PO-02 SP2023","4"
"PE  077A PO-03 SP2023","2"
"PE  077B PO-01 SP2023","1"
"PE  077D PO-01 SP2023","9"
"PE  078A JP-01 SP2023","17"
"PE  079  PO-01 SP2023","17"
"PE  080  JP-01 SP2023","4"
"PE  082  JP-01 SP2023","30"
"PE  084  JP-01 SP2023","23"
"PE  084  PO-01 SP2023","13"
"PE  085  PO-01 SP2023","2"
"PE  086  JP-01 SP2023","29"
"PE  087  PO-01 SP2023","7"
"PE  140M PO-01 SP2023","1"
"PE  155  JP-01 SP2023","2"
"PE  155M PO-01 SP2023","1"
"PE  155W PO-01 SP2023","1"
"PE  160W PO-01 SP2023","1"
"PE  175M PO-01 SP2023","11"
"PE  175W PO-01 SP2023","2"
"PE  242  JP-01 SP2023","1"
"PHIL001  PO-01 SP2023","14"
"PHIL007  PZ-01 SP2023","29"
"PHIL030  CM-01 SP2023","20"
"PHIL030  CM-02 SP2023","14"
"PHIL030  CM-03 SP2023","19"
"PHIL030  CM-04 SP2023","17"
"PHIL032  PO-01 SP2023","25"
"PHIL034  CM-01 SP2023","34"
"PHIL034  CM-02 SP2023","30"
"PHIL035  CM-01 SP2023","24"
"PHIL038  PO-01 SP2023","32"
"PHIL042  PO-01 SP2023","24"
"PHIL045  PO-01 SP2023","26"
"PHIL046  PO-01 SP2023","18"
"PHIL047  PO-01 SP2023","6"
"PHIL054  PO-01 SP2023","22"
"PHIL074  PZ-01 SP2023","22"
"PHIL080  PO-01 SP2023","2"
"PHIL095  CM-01 SP2023","27"
"PHIL100E CM-01 SP2023","4"
"PHIL101D CM-01 SP2023","8"
"PHIL104  PO-01 SP2023","1"
"PHIL108  PZ-01 SP2023","20"
"PHIL109IOCM-01 SP2023","12"
"PHIL111  HM-01 SP2023","3"
"PHIL121  HM-01 SP2023","15"
"PHIL135  CM-01 SP2023","13"
"PHIL138  CM-01 SP2023","10"
"PHIL144  SC-01 SP2023","26"
"PHIL160  SC-01 SP2023","16"
"PHIL164  CM-01 SP2023","6"
"PHIL170  SC-01 SP2023","19"
"PHIL177  CM-01 SP2023","2"
"PHIL185C PZ-01 SP2023","15"
"PHIL186E PO-01 SP2023","12"
"PHIL191  PO-04 SP2023","1"
"PHIL191  PO-12 SP2023","2"
"PHIL191  PZ-01 SP2023","1"
"PHIL198  CM-01 SP2023","13"
"PHYS009  PO-01 SP2023","5"
"PHYS024  HM-01 SP2023","2"
"PHYS024  HM-03 SP2023","11"
"PHYS024  HM-05 SP2023","11"
"PHYS024  HM-08 SP2023","2"
"PHYS024  HM-09 SP2023","4"
"PHYS024  HM-10 SP2023","3"
"PHYS024  HM-11 SP2023","5"
"PHYS024  HM-12 SP2023","2"
"PHYS024R HM-01 SP2023","10"
"PHYS031L KS-01 SP2023","5"
"PHYS031L KS-02 SP2023","8"
"PHYS031L KS-03 SP2023","5"
"PHYS031LXKS-01 SP2023","5"
"PHYS031LXKS-03 SP2023","6"
"PHYS031LXKS-05 SP2023","3"
"PHYS034L KS-01 SP2023","3"
"PHYS034L KS-02 SP2023","1"
"PHYS042  PO-01 SP2023","11"
"PHYS042  PO-02 SP2023","5"
"PHYS042 LPO-01 SP2023","6"
"PHYS042 LPO-02 SP2023","7"
"PHYS042 LPO-03 SP2023","7"
"PHYS042 LPO-04 SP2023","2"
"PHYS049B HM-01 SP2023","20"
"PHYS049B HM-02 SP2023","44"
"PHYS050  HM-01 SP2023","2"
"PHYS050  HM-02 SP2023","2"
"PHYS050  HM-03 SP2023","2"
"PHYS050  HM-04 SP2023","1"
"PHYS054  HM-02 SP2023","1"
"PHYS072  PO-01 SP2023","1"
"PHYS102  KS-01 SP2023","3"
"PHYS125  PO-01 SP2023","3"
"PHYS128  PO-01 SP2023","2"
"PHYS134  HM-03 SP2023","4"
"PHYS139  PO-01 SP2023","2"
"PHYS142  PO-01 SP2023","2"
"PHYS174  PO-01 SP2023","3"
"PHYS174 LPO-01 SP2023","3"
"PHYS191  HM-01 SP2023","1"
"PHYS191E PO-04 SP2023","4"
"PHYS191E PO-08 SP2023","3"
"PHYS191E PO-12 SP2023","2"
"PHYS191E PO-24 SP2023","3"
"PHYS191E PO-32 SP2023","1"
"PHYS191E PO-36 SP2023","4"
"PHYS191L PO-04 SP2023","1"
"PHYS191L PO-16 SP2023","1"
"PHYS191L PO-28 SP2023","1"
"PHYS191L PO-32 SP2023","1"
"PHYS193  PO-04 SP2023","5"
"PHYS195  HM-01 SP2023","1"
"PHYS196  KS-01 SP2023","3"
"PHYS197  KS-01 SP2023","1"
"PHYS199  HM-02 SP2023","1"
"PHYS199  HM-03 SP2023","3"
"PHYS199  HM-05 SP2023","1"
"PHYS199  HM-07 SP2023","3"
"POLI001B PO-01 SP2023","12"
"POLI003  PO-01 SP2023","29"
"POLI003  PO-02 SP2023","17"
"POLI005  PO-01 SP2023","6"
"POLI008  PO-01 SP2023","35"
"POLI031  PO-01 SP2023","8"
"POLI060  PO-01 SP2023","37"
"POLI070  PO-01 SP2023","12"
"POLI089A PO-01 SP2023","16"
"POLI090  PO-01 SP2023","24"
"POLI113  SC-01 SP2023","6"
"POLI115  SC-01 SP2023","14"
"POLI123  SC-01 SP2023","46"
"POLI126  SC-01 SP2023","3"
"POLI130  SC-01 SP2023","24"
"POLI131  PO-01 SP2023","3"
"POLI134  PO-01 SP2023","13"
"POLI135  SC-01 SP2023","18"
"POLI135L SC-01 SP2023","20"
"POLI146  SC-01 SP2023","63"
"POLI147  PO-01 SP2023","18"
"POLI148  SC-01 SP2023","66"
"POLI150  SC-01 SP2023","9"
"POLI152  PO-01 SP2023","11"
"POLI168  PO-01 SP2023","12"
"POLI172  PO-01 SP2023","32"
"POLI187K JT-01 SP2023","14"
"POLI187Q SC-01 SP2023","9"
"POLI189R PO-01 SP2023","5"
"POLI189T PO-01 SP2023","6"
"POLI189U PO-01 SP2023","11"
"POLI189W PO-01 SP2023","24"
"POLI190B PO-01 SP2023","4"
"POLI191  PO-16 SP2023","1"
"POLI191  PO-32 SP2023","1"
"POLI193  PO-04 SP2023","23"
"POLI195  PO-04 SP2023","3"
"PONT100  CM-01 SP2023","16"
"PORT022  CM-01 SP2023","8"
"POST050  PZ-01 SP2023","7"
"POST060  PZ-01 SP2023","16"
"POST070  PZ-01 SP2023","9"
"POST107  CH-01 SP2023","4"
"POST123  PZ-01 SP2023","7"
"POST141  PZ-01 SP2023","4"
"POST153  PZ-01 SP2023","17"
"POST174  PZ-01 SP2023","11"
"POST182  PZ-01 SP2023","3"
"POST188  PZ-01 SP2023","21"
"POST190  PZ-01 SP2023","13"
"POST199  PZ-01 SP2023","13"
"PPA 191  PO-04 SP2023","18"
"PPE 001A CM-01 SP2023","1"
"PPE 001B CM-01 SP2023","2"
"PPE 195  PO-04 SP2023","13"
"PSYC010  PZ-01 SP2023","32"
"PSYC030  CM-01 SP2023","32"
"PSYC030  CM-02 SP2023","22"
"PSYC030  CM-03 SP2023","29"
"PSYC030  CM-04 SP2023","48"
"PSYC030  CM-05 SP2023","33"
"PSYC030  CM-06 SP2023","25"
"PSYC037  CM-01 SP2023","45"
"PSYC037  CM-02 SP2023","53"
"PSYC037  CM-03 SP2023","28"
"PSYC037  CM-04 SP2023","27"
"PSYC040  CM-01 SP2023","36"
"PSYC051  PO-01 SP2023","12"
"PSYC051  PO-02 SP2023","7"
"PSYC051  PO-03 SP2023","19"
"PSYC052  SC-01 SP2023","8"
"PSYC065  CM-01 SP2023","68"
"PSYC070  CM-01 SP2023","40"
"PSYC070  CM-02 SP2023","56"
"PSYC081  CM-01 SP2023","46"
"PSYC081  CM-02 SP2023","61"
"PSYC091  PZ-01 SP2023","63"
"PSYC091P PZ-01 SP2023","26"
"PSYC092  CM-01 SP2023","65"
"PSYC092  PZ-01 SP2023","13"
"PSYC092P PZ-01 SP2023","6"
"PSYC096  CM-01 SP2023","44"
"PSYC103  SC-02 SP2023","17"
"PSYC104  SC-01 SP2023","13"
"PSYC104L SC-01 SP2023","8"
"PSYC105  PZ-01 SP2023","78"
"PSYC106  PO-01 SP2023","37"
"PSYC109  CM-01 SP2023","11"
"PSYC109  CM-02 SP2023","4"
"PSYC110  CM-01 SP2023","12"
"PSYC110  SC-01 SP2023","38"
"PSYC111L CM-01 SP2023","2"
"PSYC111L CM-02 SP2023","1"
"PSYC117  PZ-01 SP2023","37"
"PSYC120  CM-01 SP2023","25"
"PSYC121  PZ-01 SP2023","9"
"PSYC121P PZ-01 SP2023","6"
"PSYC124  SC-01 SP2023","87"
"PSYC125  AF-01 SP2023","3"
"PSYC126  PZ-01 SP2023","48"
"PSYC131  PO-01 SP2023","52"
"PSYC132  CM-01 SP2023","44"
"PSYC133  SC-01 SP2023","48"
"PSYC138  PZ-01 SP2023","4"
"PSYC140  CM-01 SP2023","23"
"PSYC142  CM-01 SP2023","26"
"PSYC148  PZ-01 SP2023","19"
"PSYC152  PO-01 SP2023","47"
"PSYC152  PZ-01 SP2023","7"
"PSYC154  CM-01 SP2023","36"
"PSYC157  PO-01 SP2023","1"
"PSYC161  CM-01 SP2023","25"
"PSYC162  PO-01 SP2023","24"
"PSYC168  SC-01 SP2023","42"
"PSYC170  PO-01 SP2023","59"
"PSYC179M HM-01 SP2023","54"
"PSYC179T HM-01 SP2023","70"
"PSYC180  CM-01 SP2023","48"
"PSYC180B PO-01 SP2023","20"
"PSYC181  PZ-01 SP2023","7"
"PSYC182  PZ-01 SP2023","35"
"PSYC183  SC-01 SP2023","13"
"PSYC184  PZ-01 SP2023","65"
"PSYC188  CM-01 SP2023","40"
"PSYC191  PO-12 SP2023","3"
