"externalId","courseSectionExternalId","classBeginningTime","classEndingTime","classMeetingDays","InstructionSiteName","InstructionSiteType"
"CORE079R HM-07 SP2023160605","CORE079R HM-07 SP2023","1100","1215","---W---","HM SHAN 3465","OnCampus"
"CORE079R HM-07 SP2023160606","CORE079R HM-07 SP2023","1100","1215","-----F-","HM ARR ","OnCampus"
"CORE079R HM-08 SP2023160557","CORE079R HM-08 SP2023","1100","1215","-----F-","HM SHAN 3460","OnCampus"
"CORE079R HM-08 SP2023160595","CORE079R HM-08 SP2023","1100","1215","---W---","HM ARR ","OnCampus"
"CORE079R HM-09 SP2023160607","CORE079R HM-09 SP2023","1100","1215","-----F-","HM SHAN 2465","OnCampus"
"CORE079R HM-09 SP2023160609","CORE079R HM-09 SP2023","1100","1215","---W---","HM ARR ","OnCampus"
"CORE079R HM-10 SP2023160599","CORE079R HM-10 SP2023","1100","1215","-----F-","HM SHAN B454","OnCampus"
"CORE079R HM-10 SP2023160600","CORE079R HM-10 SP2023","1100","1215","---W---","HM ARR ","OnCampus"
"CORE079R HM-11 SP2023160613","CORE079R HM-11 SP2023","1100","1215","-----F-","HM SHAN 2461","OnCampus"
"CORE079R HM-11 SP2023160614","CORE079R HM-11 SP2023","1100","1215","---W---","HM ARR ","OnCampus"
"CORE079R HM-12 SP2023160561","CORE079R HM-12 SP2023","1100","1215","-----F-","HM SHAN 3461","OnCampus"
"CORE079R HM-12 SP2023160603","CORE079R HM-12 SP2023","1100","1215","---W---","HM ARR ","OnCampus"
"CORE079R HM-13 SP2023160563","CORE079R HM-13 SP2023","1100","1215","-----F-","HM SHAN 3465","OnCampus"
"CORE079R HM-13 SP2023160604","CORE079R HM-13 SP2023","1100","1215","---W---","HM ARR ","OnCampus"
"CREA031  PZ-01 SP2023160983","CREA031  PZ-01 SP2023","810","925","--T-R--","PZ ONLI ","OnCampus"
"CREA159C PZ-01 SP2023160839","CREA159C PZ-01 SP2023","1100","1215","--T-R--","PZ ONLI ","OnCampus"
"CSCI004  PZ-01 SP2023160830","CSCI004  PZ-01 SP2023","1100","1215","-M-W---","PZ BN AUD","OnCampus"
"CSCI005  HM-01 FA2023161735","CSCI005  HM-01 FA2023","935","1050","--T-R--","HM GA MCAL","OnCampus"
"CSCI005  HM-01 SP2023156717","CSCI005  HM-01 SP2023","1315","1430","-M-W---","HM SHAN 2450","OnCampus"
"CSCI005  HM-01 SP2023156718","CSCI005  HM-01 SP2023","1445","1645","---W---","HM MCSC 203","OnCampus"
"CSCI005  HM-01 SP2023156719","CSCI005  HM-01 SP2023","1445","1645","---W---","HM MCSC 204","OnCampus"
"CSCI005  HM-01 SU2023H1162397","CSCI005  HM-01 SU2023H1","1315","1600","-MTWRF-","HM ONLI ","OnCampus"
"CSCI005  HM-02 FA2023161738","CSCI005  HM-02 FA2023","935","1050","--T-R--","HM BK B126","OnCampus"
"CSCI005  HM-02 SP2023161370","CSCI005  HM-02 SP2023","1315","1430","-M-W---","HM BK B126","OnCampus"
"CSCI005  HM-02 SP2023161371","CSCI005  HM-02 SP2023","1445","1645","---W---","HM MCSC 203","OnCampus"
"CSCI005  HM-02 SP2023161372","CSCI005  HM-02 SP2023","1445","1645","---W---","HM MCSC 204","OnCampus"
"CSCI005  HM-02 SU2023H3162398","CSCI005  HM-02 SU2023H3","1315","1600","-MTWRF-","HM ONLI ","OnCampus"
"CSCI005L HM-01 FA2023161739","CSCI005L HM-01 FA2023","1445","1645","--T----","HM MCSC 203","OnCampus"
"CSCI005L HM-01 FA2023161740","CSCI005L HM-01 FA2023","1445","1645","--T----","HM MCSC 204","OnCampus"
"CSCI005L HM-01 FA2023161741","CSCI005L HM-01 FA2023","1445","1645","--T----","HM MCSC 205","OnCampus"
"CSCI005L HM-02 FA2023161743","CSCI005L HM-02 FA2023","1445","1645","---W---","HM MCSC 203","OnCampus"
"CSCI005L HM-02 FA2023161744","CSCI005L HM-02 FA2023","1445","1645","---W---","HM MCSC 204","OnCampus"
"CSCI005L HM-02 FA2023161745","CSCI005L HM-02 FA2023","1445","1645","---W---","HM MCSC 205","OnCampus"
"CSCI005L HM-03 FA2023161747","CSCI005L HM-03 FA2023","0","0","-------","HM  ","OnCampus"
"CSCI035  HM-01 SU2023H5162399","CSCI035  HM-01 SU2023H5","1315","1600","-MTWRF-","HM ONLI ","OnCampus"
"CSCI036  CM-01 SP2023158789","CSCI036  CM-01 SP2023","1000","1050","-M-W-F-","CM KRV 165","OnCampus"
"CSCI036  CM-02 SP2023158790","CSCI036  CM-02 SP2023","1445","1600","--T-R--","CM KRV 165","OnCampus"
"CSCI042  HM-01 FA2023161748","CSCI042  HM-01 FA2023","935","1050","--T-R--","HM SHAN 2475","OnCampus"
"CSCI046  CM-01 SP2023158791","CSCI046  CM-01 SP2023","935","1050","-M-W---","CM BC PICK","OnCampus"
"CSCI046L CM-01 SP2023161258","CSCI046L CM-01 SP2023","935","1050","-----F-","CM RN 12","OnCampus"
"CSCI046L CM-02 SP2023161259","CSCI046L CM-02 SP2023","1100","1215","-----F-","CM RN 12","OnCampus"
"CSCI049D HM-01 SP2023161355","CSCI049D HM-01 SP2023","0","0","-------","HM ARR ","OnCampus"
"CSCI051A PO-01 SP2023160052","CSCI051A PO-01 SP2023","1100","1215","-M-W---","PO EDMS 114","OnCampus"
"CSCI051A PO-02 SP2023160053","CSCI051A PO-02 SP2023","1445","1600","-M-W---","PO EDMS 114","OnCampus"
"CSCI051ALPO-01 SP2023160054","CSCI051ALPO-01 SP2023","1900","2150","-M-----","PO EDMS 219","OnCampus"
"CSCI051ALPO-02 SP2023160055","CSCI051ALPO-02 SP2023","1900","2150","-M-----","PO EDMS 229","OnCampus"
"CSCI051ALPO-03 SP2023160057","CSCI051ALPO-03 SP2023","1900","2150","--T----","PO EDMS 229","OnCampus"
"CSCI051ALPO-04 SP2023160058","CSCI051ALPO-04 SP2023","1900","2150","--T----","PO EDMS 219","OnCampus"
"CSCI054  PO-01 SP2023160059","CSCI054  PO-01 SP2023","1315","1430","-M-W---","PO EDMS 114","OnCampus"
"CSCI060  HM-01 FA2023161749","CSCI060  HM-01 FA2023","1315","1430","--T-R--","HM MCSC 203","OnCampus"
"CSCI060  HM-01 FA2023161750","CSCI060  HM-01 FA2023","1315","1430","--T-R--","HM MCSC 204","OnCampus"
"CSCI060  HM-01 FA2023161751","CSCI060  HM-01 FA2023","1315","1430","--T-R--","HM MCSC 205","OnCampus"
"CSCI060  HM-01 SP2023156722","CSCI060  HM-01 SP2023","1315","1430","-M-W---","HM MCSC 203","OnCampus"
"CSCI060  HM-01 SP2023156723","CSCI060  HM-01 SP2023","1315","1430","-M-W---","HM MCSC 204","OnCampus"
"CSCI060  HM-01 SP2023156724","CSCI060  HM-01 SP2023","1315","1430","-M-W---","HM MCSC 205","OnCampus"
"CSCI060  HM-01 SP2023156725","CSCI060  HM-01 SP2023","1315","1430","-M-W---","HM MCSC 206","OnCampus"
"CSCI062  PO-01 SP2023160060","CSCI062  PO-01 SP2023","1100","1215","-M-W---","PO ESTE 1021","OnCampus"
"CSCI062 LPO-01 SP2023160061","CSCI062 LPO-01 SP2023","1000","1230","-----F-","PO EDMS 219","OnCampus"
"CSCI062 LPO-02 SP2023160062","CSCI062 LPO-02 SP2023","1000","1230","-----F-","PO EDMS 229","OnCampus"
"CSCI070  HM-01 FA2023161752","CSCI070  HM-01 FA2023","935","1050","-M-W---","HM MCSC 206","OnCampus"
"CSCI070  HM-01 FA2023161753","CSCI070  HM-01 FA2023","935","1050","-M-W---","HM SHAN 2450","OnCampus"
"CSCI070  HM-01 SP2023156726","CSCI070  HM-01 SP2023","935","1050","--T-R--","HM MCSC 206","OnCampus"
"CSCI070  HM-02 FA2023161754","CSCI070  HM-02 FA2023","1100","1215","-M-W---","HM MCSC 206","OnCampus"
"CSCI070  HM-02 FA2023161755","CSCI070  HM-02 FA2023","1100","1215","-M-W---","HM SHAN 2450","OnCampus"
"CSCI070  HM-02 SP2023156727","CSCI070  HM-02 SP2023","1315","1430","--T-R--","HM MCSC 206","OnCampus"
"CSCI070  HM-03 FA2023161756","CSCI070  HM-03 FA2023","1315","1430","-M-W---","HM MCSC 206","OnCampus"
"CSCI070  HM-03 FA2023161757","CSCI070  HM-03 FA2023","1315","1430","-M-W---","HM SHAN 2450","OnCampus"
"CSCI070  HM-03 SP2023156728","CSCI070  HM-03 SP2023","1445","1600","--T-R--","HM MCSC 206","OnCampus"
"CSCI070  HM-04 FA2023161758","CSCI070  HM-04 FA2023","1445","1600","-M-W---","HM MCSC 206","OnCampus"
"CSCI070  HM-04 FA2023161759","CSCI070  HM-04 FA2023","1445","1600","-M-W---","HM SHAN 2450","OnCampus"
"CSCI081  HM-01 FA2023161760","CSCI081  HM-01 FA2023","1315","1430","-M-W---","HM SHAN 1480","OnCampus"
"CSCI081  HM-01 SP2023156730","CSCI081  HM-01 SP2023","1315","1430","--T-R--","HM SHAN 2475","OnCampus"
"CSCI081  HM-01 SU2023H1162400","CSCI081  HM-01 SU2023H1","900","1145","-MTWRF-","HM SHAN 2450","OnCampus"
"CSCI081  HM-02 FA2023161761","CSCI081  HM-02 FA2023","1445","1600","-M-W---","HM SHAN 1480","OnCampus"
"CSCI081  HM-02 SP2023160536","CSCI081  HM-02 SP2023","1445","1600","--T-R--","HM SHAN 2475","OnCampus"
"CSCI101  PO-01 SP2023160063","CSCI101  PO-01 SP2023","935","1050","--T-R--","PO EDMS 114","OnCampus"
"CSCI105  HM-01 FA2023161762","CSCI105  HM-01 FA2023","1100","1215","-M-W---","HM SHAN 2475","OnCampus"
"CSCI105  HM-01 FA2023161763","CSCI105  HM-01 FA2023","1315","1430","-----F-","HM MCSC 203","OnCampus"
"CSCI105  HM-01 FA2023161764","CSCI105  HM-01 FA2023","1315","1430","-----F-","HM MCSC 204","OnCampus"
"CSCI105  HM-01 FA2023161765","CSCI105  HM-01 FA2023","1315","1430","-----F-","HM MCSC 205","OnCampus"
"CSCI105  HM-01 SP2023156731","CSCI105  HM-01 SP2023","1315","1430","--T-R--","HM BK B126","OnCampus"
"CSCI105  HM-01 SP2023156732","CSCI105  HM-01 SP2023","1315","1430","-----F-","HM MCSC 203","OnCampus"
"CSCI105  HM-01 SP2023156733","CSCI105  HM-01 SP2023","1315","1430","-----F-","HM MCSC 204","OnCampus"
"CSCI105  HM-01 SP2023156734","CSCI105  HM-01 SP2023","1315","1430","-----F-","HM MCSC 205","OnCampus"
"CSCI105  HM-02 FA2023161766","CSCI105  HM-02 FA2023","1315","1430","-M-W---","HM SHAN 2475","OnCampus"
"CSCI105  HM-02 FA2023161767","CSCI105  HM-02 FA2023","1315","1430","-----F-","HM MCSC 203","OnCampus"
"CSCI105  HM-02 FA2023161768","CSCI105  HM-02 FA2023","1315","1430","-----F-","HM MCSC 204","OnCampus"
"CSCI105  HM-02 FA2023161769","CSCI105  HM-02 FA2023","1315","1430","-----F-","HM MCSC 205","OnCampus"
"CSCI105  HM-02 SP2023156735","CSCI105  HM-02 SP2023","1445","1600","--T-R--","HM BK B126","OnCampus"
"CSCI105  HM-02 SP2023156736","CSCI105  HM-02 SP2023","1315","1430","-----F-","HM MCSC 203","OnCampus"
"CSCI105  HM-02 SP2023156737","CSCI105  HM-02 SP2023","1315","1430","-----F-","HM MCSC 204","OnCampus"
"CSCI105  HM-02 SP2023156738","CSCI105  HM-02 SP2023","1315","1430","-----F-","HM MCSC 205","OnCampus"
"CSCI105  PO-01 SP2023160064","CSCI105  PO-01 SP2023","1100","1215","-M-W---","PO EDMS 101","OnCampus"
"CSCI105 LPO-01 SP2023160065","CSCI105 LPO-01 SP2023","1900","2015","---W---","PO EDMS 229","OnCampus"
"CSCI105 LPO-01 SP2023161121","CSCI105 LPO-01 SP2023","1900","2015","---W---","PO EDMS 219","OnCampus"
"CSCI111  HM-01 SP2023160537","CSCI111  HM-01 SP2023","1315","1430","-M-W---","HM SHAN 2465","OnCampus"
"CSCI131  HM-01 FA2023161770","CSCI131  HM-01 FA2023","935","1050","-M-W---","HM MCSC 203","OnCampus"
"CSCI131  HM-01 SP2023156741","CSCI131  HM-01 SP2023","935","1050","-M-W---","HM MCSC 203","OnCampus"
"CSCI131  HM-01 SP2023156742","CSCI131  HM-01 SP2023","935","1050","-M-W---","HM MCSC 204","OnCampus"
"CSCI131  HM-01 SP2023156743","CSCI131  HM-01 SP2023","935","1050","-M-W---","HM MCSC 205","OnCampus"
"CSCI131  HM-02 FA2023161773","CSCI131  HM-02 FA2023","1100","1215","-M-W---","HM MCSC 203","OnCampus"
"CSCI131  HM-02 SP2023156744","CSCI131  HM-02 SP2023","1100","1215","-M-W---","HM MCSC 203","OnCampus"
"CSCI131  HM-02 SP2023156745","CSCI131  HM-02 SP2023","1100","1215","-M-W---","HM MCSC 204","OnCampus"
"CSCI131  HM-02 SP2023156746","CSCI131  HM-02 SP2023","1100","1215","-M-W---","HM MCSC 205","OnCampus"
"CSCI133  HM-01 SP2023156748","CSCI133  HM-01 SP2023","1100","1215","-M-W---","HM SHAN 2450","OnCampus"
"CSCI137  HM-01 FA2023161776","CSCI137  HM-01 FA2023","1315","1430","--T-R--","HM SHAN 2421","OnCampus"
"CSCI140  HM-01 FA2023161777","CSCI140  HM-01 FA2023","1315","1430","-M-W---","HM SHAN 2454","OnCampus"
"CSCI140  HM-01 SP2023156752","CSCI140  HM-01 SP2023","1315","1430","--T-R--","HM SHAN B442","OnCampus"
"CSCI140  HM-02 FA2023161778","CSCI140  HM-02 FA2023","1445","1600","-M-W---","HM SHAN 2454","OnCampus"
"CSCI140  HM-02 SP2023156753","CSCI140  HM-02 SP2023","1445","1600","--T-R--","HM SHAN B442","OnCampus"
"CSCI140  PO-01 SP2023160066","CSCI140  PO-01 SP2023","1445","1600","-M-W---","PO EDMS 101","OnCampus"
"CSCI143  CM-01 SP2023161036","CSCI143  CM-01 SP2023","1315","1430","-M-W---","CM KRV 165","OnCampus"
"CSCI143  CM-01 SP2023161037","CSCI143  CM-01 SP2023","1315","1430","-----F-","CM KRV 165","OnCampus"
"CSCI144  HM-01 SP2023156754","CSCI144  HM-01 SP2023","1445","1600","-M-W---","HM SHAN 1480","OnCampus"
"CSCI148  CM-01 SP2023158793","CSCI148  CM-01 SP2023","1315","1430","--T-R--","CM KRV 164","OnCampus"
"CSCI152  PO-01 SP2023160067","CSCI152  PO-01 SP2023","935","1050","--T-R--","PO EDMS 101","OnCampus"
"CSCI153  HM-01 SP2023156755","CSCI153  HM-01 SP2023","935","1050","-M-W---","HM SHAN 2440","OnCampus"
"CSCI158  PZ-01 SP2023160831","CSCI158  PZ-01 SP2023","1315","1430","-M-W---","PZ AV 202","OnCampus"
"CSCI159  HM-01 FA2023161779","CSCI159  HM-01 FA2023","1315","1430","-M-W---","HM SHAN 2421","OnCampus"
"CSCI159  PO-01 SP2023160994","CSCI159  PO-01 SP2023","1315","1430","-M-W---","PO EDMS 101","OnCampus"
"CSCI181AEHM-01 FA2023161780","CSCI181AEHM-01 FA2023","1315","1600","--T----","HM SHAN 2440","OnCampus"
"CSCI181AFHM-01 FA2023161781","CSCI181AFHM-01 FA2023","1315","1430","--T-R--","HM SHAN 2450","OnCampus"
"CSCI181AFHM-02 FA2023161782","CSCI181AFHM-02 FA2023","1445","1600","--T-R--","HM SHAN 2450","OnCampus"
"CSCI181AGHM-01 FA2023161783","CSCI181AGHM-01 FA2023","1315","1430","-M-W---","HM SHAN 3425","OnCampus"
"CSCI181AGHM-02 FA2023161784","CSCI181AGHM-02 FA2023","1445","1600","-M-W---","HM SHAN 3425","OnCampus"
"CSCI181AHHM-01 FA2023F2161785","CSCI181AHHM-01 FA2023F2","1445","1600","-----F-","HM SHAN B480","OnCampus"
"CSCI181AHHM-01 FA2023F2161786","CSCI181AHHM-01 FA2023F2","1615","1730","--T----","HM SHAN B480","OnCampus"
"CSCI181AIHM-01 SP2023160538","CSCI181AIHM-01 SP2023","935","1050","-M-W---","HM SHAN 2460","OnCampus"
"CSCI181AIHM-02 SP2023160539","CSCI181AIHM-02 SP2023","1100","1215","-M-W---","HM SHAN 2460","OnCampus"
"CSCI181AJHM-01 SP2023160540","CSCI181AJHM-01 SP2023","1315","1430","-M-W---","HM SHAN 3425","OnCampus"
"CSCI181AJHM-02 SP2023160541","CSCI181AJHM-02 SP2023","1445","1600","-M-W---","HM SHAN 3425","OnCampus"
"CSCI181AKHM-01 SP2023160542","CSCI181AKHM-01 SP2023","1315","1430","--T-R--","HM SHAN 3421","OnCampus"
"CSCI181AKHM-02 SP2023160544","CSCI181AKHM-02 SP2023","1445","1600","--T-R--","HM SHAN 3421","OnCampus"
"CSCI181U HM-01 SP2023160575","CSCI181U HM-01 SP2023","935","1050","--T-R--","HM SHAN 3461","OnCampus"
"CSCI181V HM-01 FA2023161787","CSCI181V HM-01 FA2023","1315","1430","--T-R--","HM SHAN 2425","OnCampus"
"CSCI181V HM-02 FA2023161788","CSCI181V HM-02 FA2023","1445","1600","--T-R--","HM SHAN 2425","OnCampus"
"CSCI183  HM-01 FA2023161789","CSCI183  HM-01 FA2023","1100","1215","--T----","HM GA MCAL","OnCampus"
"CSCI183  HM-01 FA2023161791","CSCI183  HM-01 FA2023","810","925","-M-W---","HM ARR ","OnCampus"
"CSCI184  HM-01 SP2023156766","CSCI184  HM-01 SP2023","1100","1215","--T----","HM GA MCAL","OnCampus"
"CSCI184  HM-01 SP2023156767","CSCI184  HM-01 SP2023","800","850","-M-W---","HM ARR ","OnCampus"
"CSCI184  HM-01 SP2023156768","CSCI184  HM-01 SP2023","1100","1215","--T----","HM GA EDW","OnCampus"
"CSCI186  HM-01 FA2023161877","CSCI186  HM-01 FA2023","0","0","-------","HM ARR ","OnCampus"
"CSCI186  HM-01 SP2023156877","CSCI186  HM-01 SP2023","0","0","-------","HM ARR ","OnCampus"
"CSCI188  PO-01 SP2023160070","CSCI188  PO-01 SP2023","0","0","-------","PO ARR ARR","OnCampus"
"CSCI189  HM-01 FA2023161888","CSCI189  HM-01 FA2023","0","0","-------","HM ARR ","OnCampus"
"CSCI189  HM-01 SP2023156889","CSCI189  HM-01 SP2023","0","0","-------","HM ARR ","OnCampus"
"CSCI190  PO-01 SP2023160071","CSCI190  PO-01 SP2023","1445","1600","--T----","PO EDMS 129","OnCampus"
"CSCI190  PO-02 SP2023160072","CSCI190  PO-02 SP2023","0","0","-------","PO ARR ARR","OnCampus"
"CSCI191  PO-04 SP2023158561","CSCI191  PO-04 SP2023","0","0","-------"," ARR ","OnCampus"
"CSCI191  PO-06 SP2023158562","CSCI191  PO-06 SP2023","0","0","-------"," ARR ","OnCampus"
"CSCI191  PO-08 SP2023158563","CSCI191  PO-08 SP2023","0","0","-------"," ARR ","OnCampus"
"CSCI191  PO-12 SP2023161318","CSCI191  PO-12 SP2023","0","0","-------"," ARR ","OnCampus"
"CSCI191  SC-01 SP2023161150","CSCI191  SC-01 SP2023","0","0","-------","SC ARR ","OnCampus"
"CSCI192  PO-04 SP2023158564","CSCI192  PO-04 SP2023","0","0","-------"," ARR ","OnCampus"
"CSCI192  PO-08 SP2023158565","CSCI192  PO-08 SP2023","0","0","-------"," ARR ","OnCampus"
"CSCI192  PO-12 SP2023161319","CSCI192  PO-12 SP2023","0","0","-------"," ARR ","OnCampus"
"CSCI192  PO-20 SP2023158566","CSCI192  PO-20 SP2023","0","0","-------"," ARR ","OnCampus"
"CSCI195  HM-01 FA2023161889","CSCI195  HM-01 FA2023","1615","1730","----R--","HM GA MCAL","OnCampus"
"CSCI195  HM-01 SP2023156890","CSCI195  HM-01 SP2023","1615","1730","----R--","HM GA MCAL","OnCampus"
"CSCI195  HM-01 SP2023156891","CSCI195  HM-01 SP2023","1615","1730","----R--","HM GA PRYN","OnCampus"
"CSCI195  HM-01 SP2023156892","CSCI195  HM-01 SP2023","1615","1730","----R--","HM GA EDW","OnCampus"
"CSCI195  HM-02 FA2023161892","CSCI195  HM-02 FA2023","0","0","-------","HM ARR ","OnCampus"
"CSCI195  HM-02 SP2023156893","CSCI195  HM-02 SP2023","0","0","-------","HM ARR ","OnCampus"
"CSMT181A JT-01 SP2023160545","CSMT181A JT-01 SP2023","1445","1600","-M-W---","HM SHAN 2460","OnCampus"
"CSMT183  HM-01 FA2023161893","CSMT183  HM-01 FA2023","1100","1215","--T----","HM GA MCAL","OnCampus"
"CSMT183  HM-01 FA2023161894","CSMT183  HM-01 FA2023","810","925","-M-W---","HM ARR ","OnCampus"
"CSMT184  HM-01 SP2023157737","CSMT184  HM-01 SP2023","1100","1215","--T----","HM GA EDW","OnCampus"
"CSMT184  HM-01 SP2023157738","CSMT184  HM-01 SP2023","800","850","-M-W---","HM ARR ","OnCampus"
"CSMT184  HM-01 SP2023157739","CSMT184  HM-01 SP2023","1100","1215","--T----","HM GA MCAL","OnCampus"
"DANC010  PO-01 SP2023160926","DANC010  PO-01 SP2023","1100","1215","-M-W---","PO PD USTD","OnCampus"
"DANC010  PO-02 SP2023160927","DANC010  PO-02 SP2023","1315","1430","-M-W---","PO PD USTD","OnCampus"
"DANC012  PO-01 SP2023160929","DANC012  PO-01 SP2023","1315","1430","--T-R--","PO PD USTD","OnCampus"
"DANC012 PPO-01 SP2023160930","DANC012 PPO-01 SP2023","1315","1430","--T-R--","PO PD USTD","OnCampus"
"DANC050  PO-01 SP2023160931","DANC050  PO-01 SP2023","1500","1630","-M-W---","PO PD USTD","OnCampus"
"DANC050 PPO-01 SP2023160935","DANC050 PPO-01 SP2023","1500","1630","-M-W---","PO PD USTD","OnCampus"
"DANC051  PO-01 SP2023160936","DANC051  PO-01 SP2023","1500","1630","--T-R--","PO PD USTD","OnCampus"
"DANC051 PPO-01 SP2023160937","DANC051 PPO-01 SP2023","1500","1630","--T-R--","PO PD USTD","OnCampus"
"DANC068  SC-01 SP2023160479","DANC068  SC-01 SP2023","1300","1430","-M-W---","SC OUTD JLS","OnCampus"
"DANC076A SC-01 SP2023159045","DANC076A SC-01 SP2023","1300","1445","--T-R--","SC DN STU","OnCampus"
"DANC076B SC-01 SP2023159045","DANC076B SC-01 SP2023","1300","1445","--T-R--","SC DN STU","OnCampus"
"DANC078A SC-01 SP2023159058","DANC078A SC-01 SP2023","900","1040","--T-R--","SC DN STU","OnCampus"
"DANC078A SC-01 SP2023159059","DANC078A SC-01 SP2023","900","1040","-----F-","SC VN 100","OnCampus"
"DANC078B SC-01 SP2023159058","DANC078B SC-01 SP2023","900","1040","--T-R--","SC DN STU","OnCampus"
"DANC100A SC-01 SP2023159045","DANC100A SC-01 SP2023","1300","1445","--T-R--","SC DN STU","OnCampus"
"DANC100B SC-01 SP2023159045","DANC100B SC-01 SP2023","1300","1445","--T-R--","SC DN STU","OnCampus"
"DANC111B SC-01 SP2023159061","DANC111B SC-01 SP2023","1615","1800","--T-R--","SC DN STU","OnCampus"
"DANC112A SC-01 SP2023159062","DANC112A SC-01 SP2023","1615","1800","-M-W---","SC DN STU","OnCampus"
"DANC112B SC-01 SP2023159062","DANC112B SC-01 SP2023","1615","1800","-M-W---","SC DN STU","OnCampus"
"DANC120  PO-01 SP2023160940","DANC120  PO-01 SP2023","1645","1815","-M-W---","PO PD USTD","OnCampus"
"DANC120 PPO-01 SP2023160941","DANC120 PPO-01 SP2023","1645","1815","-M-W---","PO PD USTD","OnCampus"
"DANC122  PO-01 SP2023160942","DANC122  PO-01 SP2023","1645","1815","-M-W---","PO PD USTD","OnCampus"
"DANC122 PPO-01 SP2023160943","DANC122 PPO-01 SP2023","1645","1815","-M-W---","PO PD USTD","OnCampus"
"DANC123  PO-01 SP2023160944","DANC123  PO-01 SP2023","1645","1815","--T-R--","PO PD USTD","OnCampus"
"DANC124  PO-01 SP2023160945","DANC124  PO-01 SP2023","1645","1815","--T-R--","PO PD USTD","OnCampus"
"DANC124 PPO-01 SP2023160946","DANC124 PPO-01 SP2023","1645","1815","--T-R--","PO PD USTD","OnCampus"
"DANC136B SC-01 SP2023159063","DANC136B SC-01 SP2023","1900","2030","--T-R--","SC DN STU","OnCampus"
"DANC138  PO-01 SP2023160948","DANC138  PO-01 SP2023","1100","1215","-M-W---","PO PD CLAS","OnCampus"
"DANC139  PO-01 SP2023160950","DANC139  PO-01 SP2023","935","1050","--T-R--","PO PD CLAS","OnCampus"
"DANC150A PO-01 SP2023160951","DANC150A PO-01 SP2023","1315","1600","-----F-","PO PD LSTD","OnCampus"
"DANC150C PO-01 SP2023160952","DANC150C PO-01 SP2023","1840","1940","-M-----","PO PD CLAS","OnCampus"
"DANC151  PO-01 SP2023160955","DANC151  PO-01 SP2023","1645","1815","-M-W---","PO PD LSTD","OnCampus"
"DANC151 PPO-01 SP2023160956","DANC151 PPO-01 SP2023","1645","1815","-M-W---","PO PD LSTD","OnCampus"
"DANC152  PO-01 SP2023160957","DANC152  PO-01 SP2023","1315","1430","-M-W---","PO PD LSTD","OnCampus"
"DANC152 PPO-01 SP2023160958","DANC152 PPO-01 SP2023","1315","1430","-M-W---","PO PD LSTD","OnCampus"
"DANC160  SC-01 SP2023159064","DANC160  SC-01 SP2023","1100","1240","--T-R--","SC DN STU","OnCampus"
"DANC162A SC-01 SP2023159065","DANC162A SC-01 SP2023","0","0","-------","SC DN STU","OnCampus"
"DANC162B SC-01 SP2023159066","DANC162B SC-01 SP2023","0","0","-------","SC DN STU","OnCampus"
"DANC162B SC-02 SP2023159067","DANC162B SC-02 SP2023","0","0","-------","SC DN STU","OnCampus"
"DANC162B SC-03 SP2023160993","DANC162B SC-03 SP2023","0","0","-------","SC DN STU","OnCampus"
"DANC170  PO-01 SP2023160959","DANC170  PO-01 SP2023","1500","1630","--T-R--","PO PD LSTD","OnCampus"
"DANC175  PO-01 SP2023160960","DANC175  PO-01 SP2023","1645","1815","--T-R--","PO PD LSTD","OnCampus"
"DANC176  PO-01 SP2023160961","DANC176  PO-01 SP2023","1645","1815","--T-R--","PO PD LSTD","OnCampus"
"DANC180  PO-01 SP2023160962","DANC180  PO-01 SP2023","0","0","-------"," ARR ","OnCampus"
"DANC180 PPO-01 SP2023160963","DANC180 PPO-01 SP2023","0","0","-------"," ARR ","OnCampus"
"DANC181  PO-01 SP2023160965","DANC181  PO-01 SP2023","0","0","-------"," ARR ","OnCampus"
"DANC181 PPO-01 SP2023160966","DANC181 PPO-01 SP2023","0","0","-------"," ARR ","OnCampus"
"DANC191  SC-01 SP2023159068","DANC191  SC-01 SP2023","0","0","-------","SC DN STU","OnCampus"
"DANC191  SC-02 SP2023162572","DANC191  SC-02 SP2023","0","0","-------","SC ARR ARR","OnCampus"
"DANC192  PO-04 SP2023158567","DANC192  PO-04 SP2023","0","0","-------"," ARR ","OnCampus"
"DANC193  SC-01 SP2023159070","DANC193  SC-01 SP2023","0","0","-------","SC DN STU","OnCampus"
"DS  002  SC-01 SP2023159129","DS  002  SC-01 SP2023","1315","1430","-M-W---","SC HM 119","OnCampus"
"DS  108  PZ-01 SP2023160964","DS  108  PZ-01 SP2023","1315","1600","-M-----","PZ FL 104","OnCampus"
"DS  180  CM-01 SP2023158794","DS  180  CM-01 SP2023","1615","1730","--T----","CM KRV LC62","OnCampus"
"EA  010  PO-01 SP2023160073","EA  010  PO-01 SP2023","935","1050","--T-R--","PO HN 107","OnCampus"
"EA  010  PZ-01 SP2023160602","EA  010  PZ-01 SP2023","1100","1150","-M-W-F-","PZ BD 208","OnCampus"
"EA  010  PZ-02 SP2023160608","EA  010  PZ-02 SP2023","1315","1430","--T-R--","PZ RRC 106","OnCampus"
"EA  010  SC-01 SP2023159091","EA  010  SC-01 SP2023","935","1050","--T-R--","SC HM 202","OnCampus"
"EA  020  PO-01 SP2023160074","EA  020  PO-01 SP2023","1315","1430","--T-R--","PO ESTE 1163","OnCampus"
