"externalId","courseSectionExternalId","classBeginningTime","classEndingTime","classMeetingDays","InstructionSiteName","InstructionSiteType"
"FHS 010  CM-09 SP2023158988","FHS 010  CM-09 SP2023","935","1050","--T-R--","PO HIVE 127","OnCampus"
"FHS 010  CM-10 SP2023160476","FHS 010  CM-10 SP2023","1315","1430","--T-R--","CM RS 105","OnCampus"
"FIN 301B CM-01 SP2023161194","FIN 301B CM-01 SP2023","0","0","-------","CM ARR ","OnCampus"
"FIN 330  CM-01 SP2023158960","FIN 330  CM-01 SP2023","1315","1430","--T-R--","CM RS 104","OnCampus"
"FIN 350  CM-01 SP2023158961","FIN 350  CM-01 SP2023","935","1050","--T-R--","CM BC 2","OnCampus"
"FIN 410  CM-01 SP2023158962","FIN 410  CM-01 SP2023","1315","1430","-M-W---","CM RN 12","OnCampus"
"FIN 460  CM-01 SP2023161124","FIN 460  CM-01 SP2023","1315","1430","-M-W---","CM BC 35","OnCampus"
"FREN001  SC-01 SP2023159096","FREN001  SC-01 SP2023","1000","1050","-MTWR--","SC BL 218","OnCampus"
"FREN001L CM-01 SP2023160999","FREN001L CM-01 SP2023","1701","1745","-M-----","CM BC 22","OnCampus"
"FREN001L CM-02 SP2023161000","FREN001L CM-02 SP2023","1615","1700","----R--","CM KRV 109","OnCampus"
"FREN002  PO-01 SP2023160120","FREN002  PO-01 SP2023","1000","1050","-MTWR--","PO MA 1","OnCampus"
"FREN002  SC-01 SP2023159097","FREN002  SC-01 SP2023","1100","1150","-MTWR--","SC BL 218","OnCampus"
"FREN002  SC-02 SP2023159098","FREN002  SC-02 SP2023","1000","1050","-MTWR--","SC HM 102","OnCampus"
"FREN002L CM-01 SP2023161001","FREN002L CM-01 SP2023","1615","1700","-M-----","CM KRV 167","OnCampus"
"FREN002L CM-02 SP2023161002","FREN002L CM-02 SP2023","1615","1700","--T----","CM BC 1","OnCampus"
"FREN002L CM-03 SP2023161003","FREN002L CM-03 SP2023","1530","1615","---W---","CM BC 22","OnCampus"
"FREN002L CM-04 SP2023161004","FREN002L CM-04 SP2023","1701","1745","----R--","CM BC 1","OnCampus"
"FREN011  PO-01 SP2023158059","FREN011  PO-01 SP2023","1615","1715","-M-W---","PO OLDB FREN","OnCampus"
"FREN013  PO-01 SP2023158060","FREN013  PO-01 SP2023","1615","1715","--T-R--","PO OLDB FREN","OnCampus"
"FREN033  CM-01 SP2023158436","FREN033  CM-01 SP2023","1100","1150","-MTWR--","CM RS 103","OnCampus"
"FREN033  PO-02 SP2023160122","FREN033  PO-02 SP2023","1000","1050","-MTWR--","PO MA 19","OnCampus"
"FREN033  SC-01 SP2023159099","FREN033  SC-01 SP2023","900","950","-MTWR--","SC BL 218","OnCampus"
"FREN033  SC-02 SP2023159100","FREN033  SC-02 SP2023","1000","1050","-MTWR--","SC HM 105","OnCampus"
"FREN033L CM-01 SP2023161005","FREN033L CM-01 SP2023","1616","1700","---W---","CM BC 22","OnCampus"
"FREN033L CM-02 SP2023161006","FREN033L CM-02 SP2023","1700","1745","--T----","CM BC 1","OnCampus"
"FREN033L CM-03 SP2023161007","FREN033L CM-03 SP2023","1615","1700","-M-----","CM BC 22","OnCampus"
"FREN033L CM-04 SP2023161008","FREN033L CM-04 SP2023","1530","1615","--T----","CM BC 1","OnCampus"
"FREN033L CM-05 SP2023161035","FREN033L CM-05 SP2023","1701","1745","----R--","CM KRV 109","OnCampus"
"FREN033L CM-06 SP2023161010","FREN033L CM-06 SP2023","1745","1815","---W---","CM KRV 167","OnCampus"
"FREN044  PO-01 SP2023160124","FREN044  PO-01 SP2023","1315","1430","-M-W---","PO MA 15","OnCampus"
"FREN044  PO-02 SP2023161384","FREN044  PO-02 SP2023","935","1050","--T-R--","PO HN OUTD","OnCampus"
"FREN044  SC-01 SP2023159101","FREN044  SC-01 SP2023","1100","1215","-M-W---","SC HM 121","OnCampus"
"FREN044  SC-02 SP2023159102","FREN044  SC-02 SP2023","1445","1600","--T-R--","SC BL 218","OnCampus"
"FREN044L CM-01 SP2023161011","FREN044L CM-01 SP2023","1615","1700","----R--","CM BC 1","OnCampus"
"FREN044L CM-02 SP2023161012","FREN044L CM-02 SP2023","1700","1745","-M-----","CM KRV 168","OnCampus"
"FREN044L CM-03 SP2023161013","FREN044L CM-03 SP2023","1700","1745","---W---","CM KRV 167","OnCampus"
"FREN044L CM-04 SP2023161026","FREN044L CM-04 SP2023","1530","1615","--T----","SC HM 105","OnCampus"
"FREN100  SC-01 SP2023159104","FREN100  SC-01 SP2023","1315","1430","-M-W---","SC BL 218","OnCampus"
"FREN101  PO-01 SP2023160126","FREN101  PO-01 SP2023","935","1050","--T-R--","PO MA 220","OnCampus"
"FREN108  PO-01 SP2023161378","FREN108  PO-01 SP2023","1100","1215","-M-W---","PO HN OUTD","OnCampus"
"FREN111  PO-01 SP2023160128","FREN111  PO-01 SP2023","1315","1600","--T----","PO MA 220","OnCampus"
"FREN115  CM-01 SP2023158435","FREN115  CM-01 SP2023","1315","1430","--T-R--","CM RN 102","OnCampus"
"FREN175  PO-01 SP2023161381","FREN175  PO-01 SP2023","1445","1600","-M-W---","PO HN OUTD","OnCampus"
"FREN187A SC-01 SP2023159103","FREN187A SC-01 SP2023","1100","1215","--T-R--","SC BL 219","OnCampus"
"FREN191  PO-04 SP2023158585","FREN191  PO-04 SP2023","0","0","-------"," ARR ","OnCampus"
"FREN191  PO-08 SP2023158588","FREN191  PO-08 SP2023","0","0","-------"," ARR ","OnCampus"
"FREN191  PO-12 SP2023158590","FREN191  PO-12 SP2023","0","0","-------"," ARR ","OnCampus"
"FREN191  SC-01 SP2023161136","FREN191  SC-01 SP2023","0","0","-------","SC ARR ","OnCampus"
"FREN191  SC-02 SP2023161578","FREN191  SC-02 SP2023","0","0","-------","SC ARR ARR","OnCampus"
"FREN192  PO-04 SP2023158592","FREN192  PO-04 SP2023","0","0","-------"," ARR ","OnCampus"
"FREN192  PO-08 SP2023158594","FREN192  PO-08 SP2023","0","0","-------"," ARR ","OnCampus"
"FREN192  PO-12 SP2023158595","FREN192  PO-12 SP2023","0","0","-------"," ARR ","OnCampus"
"FREN193  PO-04 SP2023158596","FREN193  PO-04 SP2023","0","0","-------"," ARR ","OnCampus"
"FREN199IRPO-01 SP2023161566","FREN199IRPO-01 SP2023","0","0","-------"," ARR ","OnCampus"
"FWS 010  CM-01 SP2023159046","FWS 010  CM-01 SP2023","1315","1430","-M-W---","CM KRV 109","OnCampus"
"FWS 010  CM-02 SP2023159047","FWS 010  CM-02 SP2023","1315","1430","--T-R--","CM KRV LC61","OnCampus"
"FWS 010  CM-03 SP2023159048","FWS 010  CM-03 SP2023","935","1050","--T-R--","CM KRV LC61","OnCampus"
"FWS 010  CM-04 SP2023159049","FWS 010  CM-04 SP2023","1100","1215","--T-R--","CM KRV 161","OnCampus"
"FWS 010  CM-05 SP2023159050","FWS 010  CM-05 SP2023","810","925","--T-R--","CM KRV 109","OnCampus"
"FWS 010  CM-06 SP2023159051","FWS 010  CM-06 SP2023","1100","1215","-M-W---","CM KRV 109","OnCampus"
"FWS 010  CM-07 SP2023159052","FWS 010  CM-07 SP2023","1315","1430","-M-W---","CM KRV 167","OnCampus"
"FWS 010  CM-08 SP2023159053","FWS 010  CM-08 SP2023","1100","1215","-M-W---","CM RN 15","OnCampus"
"FWS 010  CM-09 SP2023159054","FWS 010  CM-09 SP2023","1445","1600","--T-R--","CM KRV 161","OnCampus"
"FWS 010  CM-10 SP2023159055","FWS 010  CM-10 SP2023","1445","1600","--T-R--","CM KRV 100","OnCampus"
"FWS 010  CM-11 SP2023159056","FWS 010  CM-11 SP2023","1615","1730","--T-R--","CM KRV 100","OnCampus"
"FWS 010  CM-12 SP2023159057","FWS 010  CM-12 SP2023","1315","1430","-M-W---","CM KRV 166","OnCampus"
"FWS 010  CM-13 SP2023161225","FWS 010  CM-13 SP2023","1100","1215","-M-W---","CM KRV 161","OnCampus"
"FWS 010  CM-14 SP2023161226","FWS 010  CM-14 SP2023","1445","1600","-M-W---","CM BC 2","OnCampus"
"GEOG105  HM-01 SU2023H1162404","GEOG105  HM-01 SU2023H1","1315","1600","-MTWRF-","HM ONLI ","OnCampus"
"GEOG165  HM-01 FA2023162380","GEOG165  HM-01 FA2023","1315","1600","----R--","HM SHAN B470","OnCampus"
"GEOL020A PO-01 SP2023160130","GEOL020A PO-01 SP2023","1100","1215","-M-W---","PO EDMS 130","OnCampus"
"GEOL020A PO-02 SP2023160131","GEOL020A PO-02 SP2023","935","1050","--T-R--","PO EDMS 130","OnCampus"
"GEOL020C PO-01 SP2023160132","GEOL020C PO-01 SP2023","1315","1430","-M-W---","PO EDMS 130","OnCampus"
"GEOL125  PO-01 SP2023160133","GEOL125  PO-01 SP2023","1000","1050","-M-W-F-","PO EDMS 136","OnCampus"
"GEOL125  PO-01 SP2023160134","GEOL125  PO-01 SP2023","1315","1600","-----F-","PO EDMS 136","OnCampus"
"GEOL129  PO-01 SP2023160135","GEOL129  PO-01 SP2023","900","950","-M-W-F-","PO EDMS 248","OnCampus"
"GEOL129  PO-01 SP2023160136","GEOL129  PO-01 SP2023","1315","1600","-M-----","PO EDMS 248","OnCampus"
"GEOL181  PO-01 SP2023160137","GEOL181  PO-01 SP2023","810","925","--T-R--","PO EDMS 136","OnCampus"
"GEOL181  PO-01 SP2023160138","GEOL181  PO-01 SP2023","1315","1600","--T----","PO EDMS 136","OnCampus"
"GEOL185  PO-01 SP2023160139","GEOL185  PO-01 SP2023","935","1050","--T-R--","PO EDMS 136","OnCampus"
"GEOL189G PO-01 SP2023160140","GEOL189G PO-01 SP2023","1315","1600","---W---","PO EDMS 248","OnCampus"
"GEOL189V PO-01 SP2023160141","GEOL189V PO-01 SP2023","1315","1430","--T-R--","PO EDMS 251","OnCampus"
"GEOL192  PO-04 SP2023158597","GEOL192  PO-04 SP2023","0","0","-------"," ARR ","OnCampus"
"GERM002  PO-01 SP2023160142","GERM002  PO-01 SP2023","900","950","-M-W---","PO MA 13","OnCampus"
"GERM002  PO-01 SP2023160143","GERM002  PO-01 SP2023","935","1050","--T-R--","PO MA 13","OnCampus"
"GERM002  SC-01 SP2023159105","GERM002  SC-01 SP2023","1315","1405","-M-W---","SC HM 203","OnCampus"
"GERM002  SC-01 SP2023161020","GERM002  SC-01 SP2023","1315","1430","--T-R--","SC HM 203","OnCampus"
"GERM010  PO-01 SP2023160144","GERM010  PO-01 SP2023","1100","1215","-M-W---","PO MA 1","OnCampus"
"GERM010  PO-01 SP2023160145","GERM010  PO-01 SP2023","1315","1600","-----F-","PO MA 1","OnCampus"
"GERM011  PO-01 SP2023158061","GERM011  PO-01 SP2023","1615","1715","-M-W---","PO OLDB GERM","OnCampus"
"GERM013  PO-01 SP2023158066","GERM013  PO-01 SP2023","1615","1715","--T-R--","PO OLDB GERM","OnCampus"
"GERM044  SC-01 SP2023159106","GERM044  SC-01 SP2023","1445","1600","--T-R--","SC HM 202","OnCampus"
"GERM104  PO-01 SP2023160146","GERM104  PO-01 SP2023","1315","1430","-M-W---","PO MA 1","OnCampus"
"GERM191  PO-04 SP2023158599","GERM191  PO-04 SP2023","0","0","-------"," ARR ","OnCampus"
"GERM191  PO-08 SP2023158600","GERM191  PO-08 SP2023","0","0","-------"," ARR ","OnCampus"
"GERM193  PO-04 SP2023158601","GERM193  PO-04 SP2023","0","0","-------"," ARR ","OnCampus"
"GERM193  PO-08 SP2023158606","GERM193  PO-08 SP2023","0","0","-------"," ARR ","OnCampus"
"GOVT020  CM-01 SP2023158728","GOVT020  CM-01 SP2023","810","925","-M-W---","CM RS 103","OnCampus"
"GOVT020  CM-02 SP2023158729","GOVT020  CM-02 SP2023","935","1050","-M-W---","CM RS 103","OnCampus"
"GOVT020  CM-03 SP2023158730","GOVT020  CM-03 SP2023","1315","1430","-M-W---","CM RS 104","OnCampus"
"GOVT020  CM-04 SP2023158731","GOVT020  CM-04 SP2023","935","1050","--T-R--","CM KRV 103","OnCampus"
"GOVT020  CM-05 SP2023158732","GOVT020  CM-05 SP2023","1615","1730","--T-R--","CM RS 105","OnCampus"
"GOVT020  CM-06 SP2023158733","GOVT020  CM-06 SP2023","1315","1430","--T-R--","CM KRV 103","OnCampus"
"GOVT020  CM-07 SP2023158762","GOVT020  CM-07 SP2023","1445","1600","--T-R--","CM RN 15","OnCampus"
"GOVT020  CM-08 SP2023158763","GOVT020  CM-08 SP2023","1445","1600","-M-W---","CM RS 103","OnCampus"
"GOVT041  CM-01 SP2023158768","GOVT041  CM-01 SP2023","1830","2030","--T-R--","CM RN 15","OnCampus"
"GOVT041B CM-01 SP2023158769","GOVT041B CM-01 SP2023","1830","2030","--T-R--","CM RN 15","OnCampus"
"GOVT060  CM-01 SP2023158734","GOVT060  CM-01 SP2023","935","1050","--T-R--","CM RS 104","OnCampus"
"GOVT060  CM-02 SP2023158735","GOVT060  CM-02 SP2023","810","925","-M-W---","CM BC 2","OnCampus"
"GOVT060  CM-03 SP2023158736","GOVT060  CM-03 SP2023","1315","1430","-M-W---","CM KRV 168","OnCampus"
"GOVT065  CM-01 SP2023158737","GOVT065  CM-01 SP2023","1100","1215","--T-R--","CM KRV 165","OnCampus"
"GOVT070  CM-01 SP2023158738","GOVT070  CM-01 SP2023","1100","1215","-M-W---","CM BC 23","OnCampus"
"GOVT070  CM-01 SP2023161532","GOVT070  CM-01 SP2023","1100","1215","-M-W---","SC OUTD 06","OnCampus"
"GOVT070  CM-02 SP2023158739","GOVT070  CM-02 SP2023","1315","1430","-M-W---","CM BC 1","OnCampus"
"GOVT070  CM-02 SP2023161533","GOVT070  CM-02 SP2023","1315","1430","-M-W---","SC OUTD 06","OnCampus"
"GOVT070  CM-03 SP2023161246","GOVT070  CM-03 SP2023","1445","1600","-M-W---","CM BC 1","OnCampus"
"GOVT070  CM-03 SP2023161534","GOVT070  CM-03 SP2023","1445","1600","-M-W---","SC OUTD 06","OnCampus"
"GOVT070H CM-01 SP2023158758","GOVT070H CM-01 SP2023","1100","1215","--T-R--","CM KRV 109","OnCampus"
"GOVT071  CM-01 SP2023158740","GOVT071  CM-01 SP2023","0","0","-------","CM ARR ","OnCampus"
"GOVT080  CM-01 SP2023158741","GOVT080  CM-01 SP2023","1100","1215","--T-R--","CM KRV 102","OnCampus"
"GOVT080  CM-02 SP2023158764","GOVT080  CM-02 SP2023","1315","1430","-M-W---","CM RN 103","OnCampus"
"GOVT080  CM-03 SP2023161393","GOVT080  CM-03 SP2023","1315","1430","-M-W---","CM KRV LC63","OnCampus"
"GOVT100  CM-01 SP2023158726","GOVT100  CM-01 SP2023","1315","1430","-M-W---","CM CC PLAB","OnCampus"
"GOVT101  CM-01 SP2023158760","GOVT101  CM-01 SP2023","1100","1215","--T-R--","CM KRV 103","OnCampus"
"GOVT106  CM-01 SP2023158761","GOVT106  CM-01 SP2023","1100","1215","-M-W---","CM BC 2","OnCampus"
"GOVT107  CM-01 SP2023158766","GOVT107  CM-01 SP2023","1445","1730","---W---","CM KRV 103","OnCampus"
"GOVT110  CM-01 SP2023158742","GOVT110  CM-01 SP2023","1445","1730","--T----","CM RN 103","OnCampus"
"GOVT110  CM-02 SP2023158743","GOVT110  CM-02 SP2023","1445","1730","----R--","CM RN 103","OnCampus"
"GOVT117  CM-01 SP2023158744","GOVT117  CM-01 SP2023","1445","1600","-M-W---","CM KRV 109","OnCampus"
"GOVT117  CM-01 SP2023161540","GOVT117  CM-01 SP2023","1445","1600","-M-W---","SC OUTD 07","OnCampus"
"GOVT124  CM-01 SP2023158765","GOVT124  CM-01 SP2023","1315","1430","-M-W---","CM RS 102","OnCampus"
"GOVT128  JT-01 SP2023158759","GOVT128  JT-01 SP2023","1315","1600","-----F-","CM KRV 321","OnCampus"
"GOVT137  CM-01 SP2023158767","GOVT137  CM-01 SP2023","1445","1600","--T-R--","CM KRV 103","OnCampus"
"GOVT137A CM-01 SP2023158788","GOVT137A CM-01 SP2023","1445","1730","--T----","CM BC 2","OnCampus"
"GOVT138C CM-01 SP2023158754","GOVT138C CM-01 SP2023","1445","1730","-M-----","CM KRV LC63","OnCampus"
"GOVT140  CM-01 SP2023158745","GOVT140  CM-01 SP2023","1100","1215","--T-R--","CM KRV 168","OnCampus"
"GOVT142  CM-01 SP2023158746","GOVT142  CM-01 SP2023","1615","1730","--T-R--","CM KRV 166","OnCampus"
"GOVT143C CM-01 SP2023158755","GOVT143C CM-01 SP2023","1100","1215","-M-W---","CM KRV 102","OnCampus"
"GOVT145E CM-01 SP2023158757","GOVT145E CM-01 SP2023","1315","1430","--T-R--","CM KRV LC63","OnCampus"
"GOVT148  CM-01 SP2023158747","GOVT148  CM-01 SP2023","935","1050","-M-W---","CM BC 2","OnCampus"
"GOVT150  CM-01 SP2023158748","GOVT150  CM-01 SP2023","935","1050","--T-R--","CM KRV 168","OnCampus"
"GOVT154  CM-01 SP2023158749","GOVT154  CM-01 SP2023","1445","1600","-M-W---","CM KRV 168","OnCampus"
"GOVT165  CM-01 SP2023158750","GOVT165  CM-01 SP2023","1315","1430","-M-W---","CM KRV 100","OnCampus"
"GOVT999  CM-01 SP2023158752","GOVT999  CM-01 SP2023","1230","1315","-----F-","CM RS 102","OnCampus"
"GOVT999  CM-02 SP2023158753","GOVT999  CM-02 SP2023","0","0","-------","CM ARR ","OnCampus"
"GREK022  PO-01 SP2023160147","GREK022  PO-01 SP2023","1000","1050","-MTWR--","PO PR 003","OnCampus"
"GREK033  SC-01 SP2023159030","GREK033  SC-01 SP2023","1315","1430","--T-R--","SC BL 203","OnCampus"
"GREK044  SC-01 SP2023159031","GREK044  SC-01 SP2023","935","1050","--T-R--","SC BL 208","OnCampus"
"GRMT014  PO-01 SP2023160148","GRMT014  PO-01 SP2023","1100","1215","-----F-","PO MA 1","OnCampus"
"GRMT164  PO-01 SP2023160149","GRMT164  PO-01 SP2023","1445","1600","--T-R--","PO PR 203","OnCampus"
"GWS 026  PO-01 SP2023160150","GWS 026  PO-01 SP2023","1315","1600","--T----","PO PR 101","OnCampus"
"GWS 026  PO-02 SP2023160151","GWS 026  PO-02 SP2023","1445","1600","-M-W---","PO LE 113","OnCampus"
"GWS 026  PO-03 SP2023161515","GWS 026  PO-03 SP2023","1100","1215","-M-W---","PO LE 113","OnCampus"
"GWS 162  PO-01 SP2023160152","GWS 162  PO-01 SP2023","1900","2150","---W---","PO ESTE 1249","OnCampus"
"GWS 183  PO-02 SP2023160153","GWS 183  PO-02 SP2023","1315","1430","--T-R--","PO MA 13","OnCampus"
"GWS 184  PO-01 SP2023160154","GWS 184  PO-01 SP2023","1315","1600","-M-----","PO PR 003","OnCampus"
"GWS 191  PO-04 SP2023158603","GWS 191  PO-04 SP2023","0","0","-------"," ARR ","OnCampus"
"GWS 191  PO-12 SP2023158604","GWS 191  PO-12 SP2023","0","0","-------"," ARR ","OnCampus"
"HIST011  PZ-01 SP2023159182","HIST011  PZ-01 SP2023","1100","1215","-M-W-F-","PZ AV 201","OnCampus"
"HIST020  PO-01 SP2023160991","HIST020  PO-01 SP2023","1445","1600","--T-R--","PO MA 22","OnCampus"
"HIST021  PO-01 SP2023161377","HIST021  PO-01 SP2023","1100","1215","-M-W---","PO ESTE OUTD","OnCampus"
"HIST025  CH-01 SP2023160156","HIST025  CH-01 SP2023","935","1050","--T-R--","PO CR 10","OnCampus"
"HIST025  PZ-01 SP2023160647","HIST025  PZ-01 SP2023","1445","1600","--T-R--","PZ BH 210","OnCampus"
"HIST032  CH-01 SP2023160157","HIST032  CH-01 SP2023","1100","1215","-M-W---","PO ESTE 1163","OnCampus"
"HIST041  AF-01 SP2023160158","HIST041  AF-01 SP2023","935","1050","--T-R--","PO CR 210","OnCampus"
"HIST042  PZ-01 SP2023160924","HIST042  PZ-01 SP2023","1315","1430","-M-W---","PZ BD 208","OnCampus"
"HIST043  PO-01 SP2023160159","HIST043  PO-01 SP2023","1315","1430","-M-W---","PO MA 5","OnCampus"
"HIST048  SC-01 SP2023161281","HIST048  SC-01 SP2023","1615","1730","-M-W---","SC BL 218","OnCampus"
"HIST054  CM-01 SP2023158912","HIST054  CM-01 SP2023","1100","1215","--T-R--","CM RN 105","OnCampus"
"HIST056  CM-01 SP2023158913","HIST056  CM-01 SP2023","935","1050","-M-W---","CM KRV 103","OnCampus"
"HIST056  CM-02 SP2023158914","HIST056  CM-02 SP2023","1100","1215","-M-W---","CM KRV 103","OnCampus"
"HIST059  CM-01 SP2023158915","HIST059  CM-01 SP2023","1100","1215","-M-W---","CM KRV 168","OnCampus"
"HIST059  PZ-01 SP2023160932","HIST059  PZ-01 SP2023","1100","1215","--T-R--","PZ AV 201","OnCampus"
"HIST062  PO-01 SP2023160160","HIST062  PO-01 SP2023","1315","1430","-M-W---","PO CR 10","OnCampus"
"HIST068  PZ-01 SP2023160933","HIST068  PZ-01 SP2023","1445","1730","---W---","PZ BH 204","OnCampus"
"HIST070  PO-01 SP2023161513","HIST070  PO-01 SP2023","1445","1600","--T-R--","PO CA 214","OnCampus"
"HIST071  PO-01 SP2023160161","HIST071  PO-01 SP2023","935","1050","--T-R--","PO PR 102","OnCampus"
"HIST082  HM-01 SP2023160642","HIST082  HM-01 SP2023","1315","1430","-M-W---","HM SHAN 1480","OnCampus"
"HIST087  PZ-01 SP2023160822","HIST087  PZ-01 SP2023","1000","1050","-M-W-F-","PZ RRC B105","OnCampus"
"HIST099  CM-01 SP2023158916","HIST099  CM-01 SP2023","1445","1600","-M-W---","CM RS 104","OnCampus"
"HIST101T CH-01 SP2023161386","HIST101T CH-01 SP2023","1315","1600","--T----","PO HN OUTD","OnCampus"
"HIST102  PO-01 SP2023161379","HIST102  PO-01 SP2023","1315","1600","-M-----","PO ESTE OUTD","OnCampus"
"HIST105  PO-01 SP2023160163","HIST105  PO-01 SP2023","1445","1600","-M-W---","PO PR 101","OnCampus"
"HIST111  CM-01 SP2023158917","HIST111  CM-01 SP2023","1315","1430","-M-W---","CM BZ CLS","OnCampus"
"HIST111  CM-02 SP2023158918","HIST111  CM-02 SP2023","1445","1600","-M-W---","CM BZ CLS","OnCampus"
"HIST112  SC-01 SP2023159112","HIST112  SC-01 SP2023","1615","1730","-M-W---","SC HM 204","OnCampus"
"HIST123  CM-01 SP2023158920","HIST123  CM-01 SP2023","1315","1430","-M-W---","CM RS 103","OnCampus"
"HIST123  PO-01 SP2023160992","HIST123  PO-01 SP2023","1315","1600","---W---","PO MA 23","OnCampus"
"HIST125  CM-01 SP2023158921","HIST125  CM-01 SP2023","935","1050","-M-W---","CM RS 104","OnCampus"
"HIST128  CM-01 SP2023158922","HIST128  CM-01 SP2023","935","1050","--T-R--","CM BZ CLS","OnCampus"
"HIST128  CM-01 SP2023161541","HIST128  CM-01 SP2023","935","1050","--T-R--","SC OUTD 08","OnCampus"
"HIST128  CM-02 SP2023158923","HIST128  CM-02 SP2023","1100","1215","--T-R--","CM BZ CLS","OnCampus"
"HIST128  CM-02 SP2023161542","HIST128  CM-02 SP2023","1100","1215","--T-R--","SC OUTD 08","OnCampus"
"HIST132  CM-01 SP2023158924","HIST132  CM-01 SP2023","1445","1730","--T----","CM RN 102","OnCampus"
"HIST134  CM-01 SP2023158925","HIST134  CM-01 SP2023","1445","1600","--T-R--","CM RS 105","OnCampus"
"HIST137  SC-01 SP2023159110","HIST137  SC-01 SP2023","1445","1730","---W---","SC ST 101","OnCampus"
"HIST138  PZ-01 SP2023160648","HIST138  PZ-01 SP2023","935","1050","--T-R--","PZ SKD P105","OnCampus"
"HIST142E CM-01 SP2023158949","HIST142E CM-01 SP2023","1100","1215","--T-R--","CM RS 102","OnCampus"
"HIST142E CM-02 SP2023158950","HIST142E CM-02 SP2023","1315","1430","--T-R--","CM KRV LC62","OnCampus"
"HIST143  SC-01 SP2023159108","HIST143  SC-01 SP2023","1445","1600","-M-W---","SC BL 218","OnCampus"
"HIST146  PO-01 SP2023160165","HIST146  PO-01 SP2023","1315","1600","--T----","PO MA 15","OnCampus"
"HIST148  PO-01 SP2023160166","HIST148  PO-01 SP2023","1315","1430","-M-W---","PO MA 4","OnCampus"
"HIST149  SC-01 SP2023159109","HIST149  SC-01 SP2023","1445","1730","-M-----","SC HM 201","OnCampus"
"HIST151  HM-01 FA2023162151","HIST151  HM-01 FA2023","1315","1600","-----F-","HM SHAN 3461","OnCampus"
"HIST151  PZ-01 SP2023160934","HIST151  PZ-01 SP2023","1315","1600","-----F-","PZ BD 208","OnCampus"
"HIST154  PZ-01 SP2023161173","HIST154  PZ-01 SP2023","1445","1730","-M-----","PZ BE 101","OnCampus"
"HIST157  CM-01 SP2023158926","HIST157  CM-01 SP2023","1445","1730","--T----","CM RS 104","OnCampus"
"HIST160  CM-01 SP2023158951","HIST160  CM-01 SP2023","1315","1600","-M-----","PO HIVE 124","OnCampus"
"HIST166  CM-01 SP2023158927","HIST166  CM-01 SP2023","1445","1600","-M-W---","CM RN 102","OnCampus"
"HIST166  PO-01 SP2023160167","HIST166  PO-01 SP2023","1900","2145","-M-----","PO MA 6","OnCampus"
"HIST167  CM-01 SP2023158928","HIST167  CM-01 SP2023","1315","1430","--T-R--","CM BZ CLS","OnCampus"
"HIST169  PZ-01 SP2023160938","HIST169  PZ-01 SP2023","1315","1430","-M-W---","PZ SKD P103","OnCampus"
"HIST170  CM-01 SP2023158929","HIST170  CM-01 SP2023","1445","1730","----R--","CM BZ CLS","OnCampus"
"HIST174  CM-01 SP2023158932","HIST174  CM-01 SP2023","1445","1730","--T----","PO HIVE 127","OnCampus"
"HIST174  PO-01 SP2023160168","HIST174  PO-01 SP2023","1100","1215","-M-W---","PO HN 216","OnCampus"
"HIST178  PZ-01 SP2023160939","HIST178  PZ-01 SP2023","1100","1215","-M-W---","PZ AV 224","OnCampus"
"HIST179  CM-01 SP2023158946","HIST179  CM-01 SP2023","1445","1730","---W---","CM KRV 161","OnCampus"
"HIST179  PO-01 SP2023160169","HIST179  PO-01 SP2023","1315","1600","----R--","PO MA 15","OnCampus"
"HIST180  PO-01 SP2023160170","HIST180  PO-01 SP2023","1100","1215","-M-W---","PO CA 11","OnCampus"
"HIST180  SC-01 SP2023160835","HIST180  SC-01 SP2023","1445","1600","-M-W---","SC HM 104","OnCampus"
"HIST183  CM-01 SP2023158947","HIST183  CM-01 SP2023","1445","1730","----R--","CM KRV LC63","OnCampus"
"HIST187  PZ-01 SP2023160649","HIST187  PZ-01 SP2023","1100","1215","-M-W---","PZ ATN A103","OnCampus"
"HIST187  PZ-02 SP2023160823","HIST187  PZ-02 SP2023","1315","1430","-M-W---","PZ BH 214","OnCampus"
"HIST189G PO-01 SP2023160171","HIST189G PO-01 SP2023","1315","1600","--T----","PO MA 14","OnCampus"
"HIST190  CM-01 SP2023158948","HIST190  CM-01 SP2023","1100","1215","-M-W---","CM KRV 166","OnCampus"
"HIST191  PO-04 SP2023158608","HIST191  PO-04 SP2023","1900","2150","---W---","PO MA 6","OnCampus"
"HIST191  SC-01 SP2023161135","HIST191  SC-01 SP2023","0","0","-------","SC ARR ","OnCampus"
"HIST192  PO-04 SP2023158609","HIST192  PO-04 SP2023","0","0","-------"," ARR ","OnCampus"
"HIST192  SC-01 SP2023161189","HIST192  SC-01 SP2023","0","0","-------","SC ARR ","OnCampus"
"HIST193  PO-04 SP2023158610","HIST193  PO-04 SP2023","0","0","-------"," ARR ","OnCampus"
"HIST197J SC-01 SP2023159111","HIST197J SC-01 SP2023","1100","1215","-M-W---","SC HM 203","OnCampus"
"HMSC134  SC-01 SP2023159113","HMSC134  SC-01 SP2023","1315","1615","-----F-","SC HM 120","OnCampus"
"HMSC191  SC-01 SP2023162475","HMSC191  SC-01 SP2023","0","0","-------","SC ARR ","OnCampus"
