"permCountExternalId","PermCount"
"HIST111  CM-02 SP2023","33"
"HIST123  CM-01 SP2023","6"
"HIST125  CM-01 SP2023","4"
"HIST128  CM-01 SP2023","61"
"HIST128  CM-02 SP2023","90"
"HIST132  CM-01 SP2023","4"
"HIST134  CM-01 SP2023","1"
"HIST137  SC-01 SP2023","11"
"HIST138  PZ-01 SP2023","5"
"HIST142E CM-01 SP2023","3"
"HIST142E CM-02 SP2023","1"
"HIST143  SC-01 SP2023","2"
"HIST148  PO-01 SP2023","2"
"HIST151  PZ-01 SP2023","3"
"HIST154  PZ-01 SP2023","11"
"HIST157  CM-01 SP2023","4"
"HIST160  CM-01 SP2023","1"
"HIST166  CM-01 SP2023","1"
"HIST166  PO-01 SP2023","5"
"HIST167  CM-01 SP2023","10"
"HIST169  PZ-01 SP2023","7"
"HIST170  CM-01 SP2023","9"
"HIST174  CM-01 SP2023","18"
"HIST174  PO-01 SP2023","12"
"HIST178  PZ-01 SP2023","15"
"HIST180  PO-01 SP2023","4"
"HIST180  SC-01 SP2023","1"
"HIST183  CM-01 SP2023","2"
"HIST187  PZ-01 SP2023","28"
"HIST187  PZ-02 SP2023","28"
"HIST190  CM-01 SP2023","13"
"HIST191  PO-04 SP2023","7"
"HIST192  PO-04 SP2023","2"
"HSA 010  HM-02 SP2023","8"
"HSA 010  HM-03 SP2023","2"
"HSA 010  HM-04 SP2023","1"
"HSA 010  HM-05 SP2023","3"
"HSA 010  HM-06 SP2023","7"
"HSA 010  HM-07 SP2023","5"
"HSA 010  HM-08 SP2023","6"
"HSA 010  HM-09 SP2023","2"
"HSA 010  HM-10 SP2023","3"
"HSA 010  HM-11 SP2023","4"
"HSA 010  HM-12 SP2023","7"
"HSA 010  HM-13 SP2023","2"
"HSA 010  HM-14 SP2023","5"
"HSA 010  HM-15 SP2023","1"
"HSA 010  HM-16 SP2023","2"
"HSA 010  HM-17 SP2023","1"
"HUM 195J SC-01 SP2023","2"
"ID  080  CM-01 SP2023","11"
"ID  186  PO-01 SP2023","1"
"ID  191S SC-01 SP2023","2"
"IR  100  PO-01 SP2023","4"
"IR  118  PO-01 SP2023","7"
"IR  191  PO-04 SP2023","1"
"ITAL044  SC-01 SP2023","2"
"JAPN001B PO-03 SP2023","3"
"JAPN051B PO-01 SP2023","1"
"JPNT176  PO-01 SP2023","7"
"KORE002  CM-02 SP2023","1"
"KRNT130  CM-01 SP2023","9"
"LAMS191  PO-04 SP2023","1"
"LAS 180  PO-01 SP2023","2"
"LEAD010  CM-01 SP2023","20"
"LEAD010  CM-02 SP2023","27"
"LEAD041  CM-01 SP2023","19"
"LGCS010  PO-01 SP2023","10"
"LGCS010  PZ-01 SP2023","28"
"LGCS011  PO-01 SP2023","3"
"LGCS011  PO-02 SP2023","1"
"LGCS101  PO-01 SP2023","2"
"LGCS105  PO-01 SP2023","4"
"LGCS106  PO-01 SP2023","2"
"LGCS112  PO-01 SP2023","17"
"LGCS114  PO-01 SP2023","39"
"LGCS125  PO-01 SP2023","1"
"LGCS128  PO-01 SP2023","8"
"LGCS135  PO-01 SP2023","8"
"LGCS181  PO-01 SP2023","1"
"LGCS191  PO-04 SP2023","1"
"LGCS191  PO-08 SP2023","2"
"LGCS191  PO-12 SP2023","2"
"LGCS191  PO-16 SP2023","1"
"LIT 035  HM-01 SP2023","38"
"LIT 036  CM-01 SP2023","97"
"LIT 038  CM-01 SP2023","30"
"LIT 058  CM-01 SP2023","6"
"LIT 099  CM-01 SP2023","2"
"LIT 099A CM-01 SP2023","32"
"LIT 099B CM-01 SP2023","5"
"LIT 099C CM-01 SP2023","4"
"LIT 104  HM-01 SP2023","3"
"LIT 118  CM-01 SP2023","10"
"LIT 125  CM-01 SP2023","3"
"LIT 130  CM-01 SP2023","93"
"LIT 132  CM-01 SP2023","26"
"LIT 134C CM-01 SP2023","28"
"LIT 141  HM-01 SP2023","21"
"LIT 155  HM-01 SP2023","1"
"LIT 162  AF-01 SP2023","3"
"LIT 163  AF-01 SP2023","1"
"LIT 177  CM-01 SP2023","11"
"LIT 179AGHM-01 SP2023","6"
"LIT 183  CM-01 SP2023","16"
"LIT 185  CM-01 SP2023","22"
"MATH010W PZ-01 SP2023","60"
"MATH030  CM-01 SP2023","40"
"MATH030  CM-02 SP2023","25"
"MATH030  CM-03 SP2023","10"
"MATH030  PO-01 SP2023","34"
"MATH030  PZ-01 SP2023","2"
"MATH030  SC-01 SP2023","19"
"MATH031  CM-01 SP2023","6"
"MATH031  CM-02 SP2023","8"
"MATH031  PO-01 SP2023","17"
"MATH031  PO-02 SP2023","12"
"MATH031  PZ-01 SP2023","6"
"MATH031  SC-01 SP2023","11"
"MATH032  CM-01 SP2023","5"
"MATH032  PO-01 SP2023","14"
"MATH032  PO-02 SP2023","1"
"MATH032  SC-01 SP2023","1"
"MATH052  PZ-01 SP2023","32"
"MATH055  CM-01 SP2023","17"
"MATH055  HM-01 SP2023","24"
"MATH055  HM-02 SP2023","20"
"MATH055  SC-01 SP2023","6"
"MATH058  PO-01 SP2023","4"
"MATH058B PO-01 SP2023","2"
"MATH060  CM-01 SP2023","18"
"MATH060  PO-01 SP2023","2"
"MATH060  PO-02 SP2023","2"
"MATH062  HM-01 SP2023","7"
"MATH062  HM-02 SP2023","4"
"MATH062  HM-03 SP2023","1"
"MATH067  PO-01 SP2023","7"
"MATH073  HM-01 SP2023","3"
"MATH073  HM-02 SP2023","13"
"MATH073  HM-03 SP2023","14"
"MATH073  HM-04 SP2023","14"
"MATH073  HM-05 SP2023","4"
"MATH073  HM-07 SP2023","1"
"MATH073  HM-08 SP2023","1"
"MATH102  PO-01 SP2023","4"
"MATH103  PO-01 SP2023","21"
"MATH104  HM-01 SP2023","19"
"MATH131  HM-02 SP2023","18"
"MATH135  SC-01 SP2023","2"
"MATH145  PO-01 SP2023","5"
"MATH145A PZ-01 SP2023","16"
"MATH147  HM-01 SP2023","1"
"MATH150  PO-01 SP2023","13"
"MATH151  CM-01 SP2023","2"
"MATH151  PO-01 SP2023","23"
"MATH155  HM-01 SP2023","5"
"MATH156  HM-01 SP2023","5"
"MATH158  PO-01 SP2023","5"
"MATH160  CM-01 SP2023","4"
"MATH162  CM-01 SP2023","14"
"MATH164  HM-01 SP2023","7"
"MATH171  HM-01 SP2023","1"
"MATH171  PO-01 SP2023","1"
"MATH179  HM-01 SP2023","8"
"MATH180  CM-01 SP2023","4"
"MATH190  PO-01 SP2023","4"
"MATH191  PO-04 SP2023","13"
"MATH197  HM-01 SP2023","1"
"MATH197  HM-02 SP2023","2"
"MATH197  HM-03 SP2023","1"
"MATH197  HM-04 SP2023","2"
"MATH197  HM-05 SP2023","1"
"MATH197  HM-06 SP2023","1"
"MATH197  HM-07 SP2023","1"
"MATH197  HM-08 SP2023","1"
"MATH197  HM-09 SP2023","1"
"MATH197  HM-10 SP2023","1"
"MATH197  HM-11 SP2023","1"
"MATH197  HM-13 SP2023","1"
"MATH197  HM-14 SP2023","1"
"MATH197A CM-01 SP2023","3"
"MATH198  HM-01 SP2023","6"
"MATH198  HM-02 SP2023","3"
"MATH198  HM-03 SP2023","1"
"MLLC144  PZ-01 SP2023","2"
"MLLC155  PZ-01 SP2023","3"
"MOBI188  PO-01 SP2023","9"
"MOBI191A PO-64 SP2023","1"
"MOBI191B PO-60 SP2023","2"
"MOBI194B PO-08 SP2023","3"
"MOBI194B PO-20 SP2023","2"
"MOBI194B PO-32 SP2023","1"
"MOBI194B PO-34 SP2023","1"
"MOBI194B PO-40 SP2023","2"
"MOBI194B PO-42 SP2023","4"
"MOBI194B PO-48 SP2023","2"
"MS  036  SC-01 SP2023","9"
"MS  038  SC-01 SP2023","108"
"MS  041  SC-01 SP2023","68"
"MS  049  PO-01 SP2023","11"
"MS  049  PO-02 SP2023","23"
"MS  049  SC-01 SP2023","30"
"MS  050  PZ-01 SP2023","20"
"MS  051  PO-01 SP2023","26"
"MS  051  PZ-01 SP2023","25"
"MS  053  SC-01 SP2023","1"
"MS  059  SC-01 SP2023","16"
"MS  060  PZ-01 SP2023","14"
"MS  082  SC-01 SP2023","56"
"MS  087  PZ-01 SP2023","10"
"MS  093  PZ-01 SP2023","6"
"MS  097  PZ-01 SP2023","11"
"MS  099  PZ-01 SP2023","3"
"MS  100  AA-01 SP2023","27"
"MS  120  PZ-01 SP2023","47"
"MS  124  PZ-01 SP2023","6"
"MS  126  PO-01 SP2023","38"
"MS  132  SC-01 SP2023","10"
"MS  148D PO-01 SP2023","12"
"MS  174  PO-01 SP2023","14"
"MS  175  PO-01 SP2023","26"
"MS  190  JT-01 SP2023","18"
"MS  190  JT-02 SP2023","14"
"MS  194  PZ-01 SP2023","47"
"MS  196  PZ-01 SP2023","15"
"MSL 001A CM-01 SP2023","2"
"MSL 099  CM-01 SP2023","17"
"MSL 101B CM-01 SP2023","5"
"MSL 102B CM-01 SP2023","6"
"MSL 103B CM-01 SP2023","4"
"MSL 104B CM-01 SP2023","4"
"MUS 004  PO-01 SP2023","2"
"MUS 007  PO-01 SP2023","21"
"MUS 007  PO-02 SP2023","24"
"MUS 031  PO-01 SP2023","45"
"MUS 032  PO-01 SP2023","2"
"MUS 037  PO-01 SP2023","17"
"MUS 040  PO-01 SP2023","6"
"MUS 041  PO-01 SP2023","2"
"MUS 042B PO-01 SP2023","2"
"MUS 051  PO-01 SP2023","11"
"MUS 060  PO-01 SP2023","7"
"MUS 065  PO-01 SP2023","2"
"MUS 071  PO-01 SP2023","7"
"MUS 080  PO-01 SP2023","11"
"MUS 080 LPO-02 SP2023","1"
"MUS 085  SC-01 SP2023","20"
"MUS 089  SC-01 SP2023","31"
"MUS 089  SC-02 SP2023","20"
"MUS 091  PO-01 SP2023","5"
"MUS 096B PO-01 SP2023","25"
"MUS 112  SC-01 SP2023","4"
"MUS 121  PO-01 SP2023","5"
"MUS 170F SC-01 SP2023","6"
"MUS 170F SC-02 SP2023","5"
"MUS 170H SC-01 SP2023","2"
"MUS 170H SC-02 SP2023","5"
"MUS 170H SC-03 SP2023","3"
"MUS 171F SC-01 SP2023","5"
"MUS 171F SC-02 SP2023","1"
"MUS 171F SC-03 SP2023","7"
"MUS 171H SC-01 SP2023","8"
"MUS 171H SC-02 SP2023","9"
"MUS 171H SC-03 SP2023","10"
"MUS 171H SC-04 SP2023","12"
"MUS 172  SC-01 SP2023","4"
"MUS 173  JM-01 SP2023","28"
"MUS 175  JM-01 SP2023","48"
"MUS 176  JM-01 SP2023","19"
"MUS 177F SC-01 SP2023","12"
"MUS 177H SC-01 SP2023","8"
"MUS 180F SC-01 SP2023","1"
"MUS 180F SC-02 SP2023","5"
"MUS 180F SC-03 SP2023","3"
"MUS 180H SC-01 SP2023","2"
"MUS 180H SC-02 SP2023","11"
"MUS 180H SC-03 SP2023","2"
"MUS 192  PO-04 SP2023","3"
"NEUR095L JT-01 SP2023","12"
"NEUR101BLPO-02 SP2023","1"
"NEUR103  KS-01 SP2023","3"
"NEUR148L KS-01 SP2023","14"
"NEUR178  PO-01 SP2023","2"
"NEUR178 LPO-01 SP2023","1"
"NEUR178 LPO-02 SP2023","1"
"NEUR191  PO-04 SP2023","1"
"NEUR191  PO-08 SP2023","1"
"NEUR191  PO-12 SP2023","2"
"NEUR191  PO-16 SP2023","1"
"NEUR191  PO-20 SP2023","1"
"NEUR192  PO-04 SP2023","8"
"NEUR194B PO-04 SP2023","3"
"NEUR194B PO-08 SP2023","1"
"NEUR194B PO-14 SP2023","1"
"NEUR194B PO-20 SP2023","2"
"NEUR196  KS-01 SP2023","3"
"ORST060  PZ-01 SP2023","14"
"ORST110  PZ-01 SP2023","2"
"ORST135  PZ-01 SP2023","5"
"ORST145  PZ-01 SP2023","2"
"ORST164  PZ-01 SP2023","12"
"ORST180  PZ-01 SP2023","1"
"ORST198J PZ-01 SP2023","10"
"PE  002  PO-01 SP2023","18"
"PE  005D JP-01 SP2023","6"
"PE  006  PO-01 SP2023","2"
"PE  007  PO-01 SP2023","2"
"PE  009  JP-01 SP2023","1"
"PE  009A PO-01 SP2023","3"
"PE  010  JP-01 SP2023","12"
"PE  011A JP-01 SP2023","3"
"PE  016  PO-01 SP2023","9"
"PE  018  JP-01 SP2023","2"
"PE  018  PO-02 SP2023","1"
"PE  019  PO-01 SP2023","2"
"PE  021  JP-01 SP2023","5"
"PE  022A PO-01 SP2023","3"
"PE  022A PO-02 SP2023","11"
"PE  023  PO-01 SP2023","1"
"PE  025  PO-01 SP2023","13"
"PE  025  PO-02 SP2023","8"
"PE  026  PO-01 SP2023","2"
"PE  029  PO-01 SP2023","5"
"PE  032  PO-01 SP2023","4"
"PE  034  JP-01 SP2023","12"
"PE  035B PO-01 SP2023","17"
"PE  038A PO-01 SP2023","2"
"PE  040  JP-01 SP2023","12"
"PE  040  PO-01 SP2023","6"
"PE  040  PO-02 SP2023","3"
"PE  041  JP-01 SP2023","2"
"PE  045  JP-01 SP2023","4"
"PE  048  JP-01 SP2023","5"
"PE  048  PO-01 SP2023","7"
"PE  055A PO-01 SP2023","6"
"PE  055B PO-01 SP2023","3"
"PE  056E JP-01 SP2023","3"
"PE  057B JP-01 SP2023","9"
"PE  059  JP-01 SP2023","16"
"PE  063  PO-01 SP2023","15"
"PE  068  PO-01 SP2023","1"
"PE  069  PO-01 SP2023","24"
"PE  073  JP-01 SP2023","10"
"PE  073  PO-01 SP2023","2"
"PE  075B PO-01 SP2023","1"
"PE  077A PO-01 SP2023","3"
"PE  077A PO-02 SP2023","1"
"PE  077A PO-03 SP2023","1"
"PE  077B PO-01 SP2023","1"
"PE  077D PO-01 SP2023","4"
"PE  078A JP-01 SP2023","10"
"PE  079  PO-01 SP2023","9"
"PE  080  JP-01 SP2023","2"
"PE  082  JP-01 SP2023","14"
"PE  084  JP-01 SP2023","12"
"PE  084  PO-01 SP2023","13"
"PE  086  JP-01 SP2023","22"
"PE  087  PO-01 SP2023","2"
"PE  155  JP-01 SP2023","1"
"PHIL001  PO-01 SP2023","14"
"PHIL007  PZ-01 SP2023","20"
"PHIL030  CM-01 SP2023","14"
"PHIL030  CM-02 SP2023","9"
"PHIL030  CM-03 SP2023","16"
"PHIL030  CM-04 SP2023","12"
"PHIL032  PO-01 SP2023","34"
"PHIL034  CM-01 SP2023","24"
"PHIL034  CM-02 SP2023","23"
"PHIL035  CM-01 SP2023","18"
"PHIL038  PO-01 SP2023","33"
"PHIL042  PO-01 SP2023","21"
"PHIL045  PO-01 SP2023","30"
"PHIL046  PO-01 SP2023","18"
"PHIL047  PO-01 SP2023","3"
"PHIL054  PO-01 SP2023","29"
"PHIL070  PO-01 SP2023","5"
"PHIL074  PZ-01 SP2023","18"
"PHIL080  PO-01 SP2023","2"
"PHIL095  CM-01 SP2023","31"
"PHIL100E CM-01 SP2023","1"
"PHIL100E CM-02 SP2023","1"
"PHIL101D CM-01 SP2023","3"
"PHIL104  PO-01 SP2023","1"
"PHIL108  PZ-01 SP2023","20"
"PHIL109IOCM-01 SP2023","10"
"PHIL111  HM-01 SP2023","11"
"PHIL121  HM-01 SP2023","16"
"PHIL135  CM-01 SP2023","12"
"PHIL138  CM-01 SP2023","7"
"PHIL144  SC-01 SP2023","24"
"PHIL160  SC-01 SP2023","8"
"PHIL164  CM-01 SP2023","7"
"PHIL170  SC-01 SP2023","16"
"PHIL177  CM-01 SP2023","10"
"PHIL185C PZ-01 SP2023","11"
"PHIL186E PO-01 SP2023","4"
"PHIL191  PO-04 SP2023","1"
"PHIL191  PO-12 SP2023","1"
"PHIL191  PZ-01 SP2023","1"
"PHIL198  CM-01 SP2023","10"
"PHYS024  HM-03 SP2023","14"
"PHYS024  HM-05 SP2023","12"
"PHYS024  HM-08 SP2023","1"
"PHYS024  HM-09 SP2023","4"
"PHYS024  HM-10 SP2023","4"
"PHYS024  HM-11 SP2023","5"
"PHYS024  HM-12 SP2023","1"
"PHYS024R HM-01 SP2023","9"
"PHYS031L KS-01 SP2023","2"
"PHYS031L KS-02 SP2023","3"
"PHYS031L KS-03 SP2023","4"
"PHYS031LXKS-01 SP2023","2"
"PHYS031LXKS-03 SP2023","4"
"PHYS034L KS-01 SP2023","3"
"PHYS034L KS-02 SP2023","1"
"PHYS042  PO-01 SP2023","12"
"PHYS042  PO-02 SP2023","5"
"PHYS042 LPO-01 SP2023","6"
"PHYS042 LPO-02 SP2023","9"
"PHYS042 LPO-03 SP2023","5"
"PHYS042 LPO-04 SP2023","1"
"PHYS049B HM-01 SP2023","24"
"PHYS049B HM-02 SP2023","44"
"PHYS050  HM-01 SP2023","3"
"PHYS050  HM-02 SP2023","2"
"PHYS050  HM-03 SP2023","4"
"PHYS050  HM-04 SP2023","2"
"PHYS054  HM-02 SP2023","1"
"PHYS125  PO-01 SP2023","1"
"PHYS134  HM-01 SP2023","1"
"PHYS134  HM-03 SP2023","6"
"PHYS139  PO-01 SP2023","1"
"PHYS174  PO-01 SP2023","1"
"PHYS174 LPO-01 SP2023","1"
"PHYS191E PO-04 SP2023","1"
"PHYS191E PO-08 SP2023","2"
"PHYS191E PO-24 SP2023","3"
"PHYS191E PO-32 SP2023","1"
"PHYS191E PO-36 SP2023","2"
"PHYS191L PO-16 SP2023","1"
"PHYS195  HM-01 SP2023","1"
"PHYS196  KS-01 SP2023","1"
"PHYS199  HM-02 SP2023","1"
"PHYS199  HM-03 SP2023","3"
"PHYS199  HM-05 SP2023","1"
"PHYS199  HM-07 SP2023","3"
"POLI001B PO-01 SP2023","10"
"POLI003  PO-01 SP2023","30"
"POLI003  PO-02 SP2023","17"
"POLI005  PO-01 SP2023","8"
"POLI008  PO-01 SP2023","43"
"POLI031  PO-01 SP2023","3"
"POLI060  PO-01 SP2023","32"
"POLI070  PO-01 SP2023","12"
"POLI089A PO-01 SP2023","16"
"POLI090  PO-01 SP2023","38"
"POLI113  SC-01 SP2023","1"
"POLI115  SC-01 SP2023","4"
"POLI123  SC-01 SP2023","47"
"POLI126  SC-01 SP2023","7"
"POLI130  SC-01 SP2023","21"
"POLI131  PO-01 SP2023","4"
"POLI134  PO-01 SP2023","8"
"POLI135  SC-01 SP2023","13"
"POLI135L SC-01 SP2023","6"
"POLI146  SC-01 SP2023","61"
"POLI147  PO-01 SP2023","13"
"POLI148  SC-01 SP2023","67"
"POLI150  SC-01 SP2023","15"
"POLI152  PO-01 SP2023","4"
"POLI168  PO-01 SP2023","13"
"POLI172  PO-01 SP2023","31"
"POLI187K JT-01 SP2023","16"
"POLI187Q SC-01 SP2023","7"
"POLI189R PO-01 SP2023","4"
"POLI189T PO-01 SP2023","6"
"POLI189U PO-01 SP2023","2"
"POLI189W PO-01 SP2023","19"
"POLI190B PO-01 SP2023","4"
"POLI191  PO-16 SP2023","1"
"POLI193  PO-04 SP2023","21"
"POLI195  PO-04 SP2023","2"
"PONT100  CM-01 SP2023","10"
"PORT022  CM-01 SP2023","5"
"POST050  PZ-01 SP2023","6"
"POST060  PZ-01 SP2023","14"
"POST070  PZ-01 SP2023","8"
"POST107  CH-01 SP2023","4"
"POST123  PZ-01 SP2023","6"
"POST141  PZ-01 SP2023","3"
"POST153  PZ-01 SP2023","11"
"POST174  PZ-01 SP2023","9"
"POST182  PZ-01 SP2023","3"
"POST188  PZ-01 SP2023","16"
"POST190  PZ-01 SP2023","12"
"POST199  PZ-01 SP2023","8"
"PPA 191  PO-04 SP2023","16"
"PPE 001A CM-01 SP2023","2"
"PPE 001B CM-01 SP2023","1"
"PPE 195  PO-04 SP2023","10"
"PSYC010  PZ-01 SP2023","28"
"PSYC030  CM-01 SP2023","36"
"PSYC030  CM-02 SP2023","23"
"PSYC030  CM-03 SP2023","24"
"PSYC030  CM-04 SP2023","45"
"PSYC030  CM-05 SP2023","30"
"PSYC030  CM-06 SP2023","23"
"PSYC037  CM-01 SP2023","29"
"PSYC037  CM-02 SP2023","46"
"PSYC037  CM-03 SP2023","22"
"PSYC037  CM-04 SP2023","22"
"PSYC040  CM-01 SP2023","34"
"PSYC051  PO-01 SP2023","26"
"PSYC051  PO-02 SP2023","6"
"PSYC051  PO-03 SP2023","31"
"PSYC052  SC-01 SP2023","7"
"PSYC065  CM-01 SP2023","63"
"PSYC070  CM-01 SP2023","40"
"PSYC070  CM-02 SP2023","49"
"PSYC081  CM-01 SP2023","39"
"PSYC081  CM-02 SP2023","48"
"PSYC091  PZ-01 SP2023","58"
"PSYC091P PZ-01 SP2023","20"
"PSYC092  CM-01 SP2023","52"
"PSYC092  PZ-01 SP2023","8"
"PSYC092P PZ-01 SP2023","2"
"PSYC096  CM-01 SP2023","48"
"PSYC103  SC-02 SP2023","17"
"PSYC104  SC-01 SP2023","11"
"PSYC104L SC-01 SP2023","6"
"PSYC105  PZ-01 SP2023","66"
"PSYC106  PO-01 SP2023","32"
"PSYC109  CM-01 SP2023","7"
"PSYC109  CM-02 SP2023","3"
"PSYC110  CM-01 SP2023","11"
"PSYC110  SC-01 SP2023","29"
"PSYC111L CM-01 SP2023","2"
"PSYC111L CM-02 SP2023","1"
"PSYC117  PZ-01 SP2023","32"
"PSYC120  CM-01 SP2023","24"
"PSYC121  PZ-01 SP2023","8"
"PSYC121P PZ-01 SP2023","5"
"PSYC124  SC-01 SP2023","85"
"PSYC125  AF-01 SP2023","3"
"PSYC126  PZ-01 SP2023","44"
"PSYC131  PO-01 SP2023","56"
"PSYC132  CM-01 SP2023","40"
"PSYC133  SC-01 SP2023","34"
"PSYC138  PZ-01 SP2023","3"
"PSYC140  CM-01 SP2023","17"
"PSYC142  CM-01 SP2023","21"
"PSYC148  PZ-01 SP2023","16"
"PSYC152  PO-01 SP2023","45"
"PSYC152  PZ-01 SP2023","5"
"PSYC154  CM-01 SP2023","35"
"PSYC157  PO-01 SP2023","17"
"PSYC161  CM-01 SP2023","21"
"PSYC162  PO-01 SP2023","29"
"PSYC168  SC-01 SP2023","30"
"PSYC170  PO-01 SP2023","64"
"PSYC179M HM-01 SP2023","53"
"PSYC179T HM-01 SP2023","67"
"PSYC180  CM-01 SP2023","46"
"PSYC180B PO-01 SP2023","21"
"PSYC182  PZ-01 SP2023","33"
"PSYC183  SC-01 SP2023","8"
"PSYC184  PZ-01 SP2023","65"
"PSYC188  CM-01 SP2023","36"
"PSYC191  PO-20 SP2023","2"
"PSYC191  PO-24 SP2023","2"
"PSYC191  PO-28 SP2023","2"
"PSYC191  PO-32 SP2023","6"
"PSYC191  PZ-01 SP2023","5"
"PSYC197A CM-03 SP2023","3"
"PSYC197A CM-05 SP2023","1"
"PSYC197A CM-07 SP2023","2"
"PSYC197B CM-03 SP2023","1"
"RLST010  CM-01 SP2023","6"
"RLST010  CM-02 SP2023","10"
"RLST020  PO-01 SP2023","8"
"RLST023  PO-01 SP2023","1"
"RLST025  PO-01 SP2023","52"
"RLST064  CM-02 SP2023","1"
"RLST083  CM-01 SP2023","2"
"RLST084  CM-01 SP2023","1"
"RLST110  PO-01 SP2023","12"
"RLST125  CM-01 SP2023","54"
"RLST130B CM-01 SP2023","9"
"RLST142  AF-01 SP2023","4"
"RLST146  PO-01 SP2023","4"
"RLST150  AF-01 SP2023","8"
"RLST152  PO-01 SP2023","16"
"RLST180  SC-01 SP2023","6"
"RLST191  PO-02 SP2023","1"
"RLST191  PO-08 SP2023","1"
"RLST191  PO-12 SP2023","2"
"RUSS002  PO-01 SP2023","1"
"RUST110  PO-01 SP2023","5"
"SCI 010L CM-01 SP2023","19"
"SOC 001  PZ-01 SP2023","20"
"SOC 001  PZ-02 SP2023","14"
"SOC 030  CH-01 SP2023","5"
"SOC 035  PZ-01 SP2023","29"
"SOC 051  PO-01 SP2023","6"
"SOC 051  PO-02 SP2023","13"
"SOC 051  PO-03 SP2023","17"
"SOC 051  PO-04 SP2023","26"
"SOC 083  PZ-01 SP2023","23"
"SOC 091  PZ-01 SP2023","9"
"SOC 101  PZ-01 SP2023","15"
"SOC 102  PZ-01 SP2023","13"
"SOC 103  JT-01 SP2023","7"
"SOC 110  PZ-01 SP2023","5"
"SOC 119  PO-01 SP2023","6"
"SOC 119  PZ-01 SP2023","2"
"SOC 126  AA-01 SP2023","6"
"SOC 128  JT-01 SP2023","3"
"SOC 147  PO-01 SP2023","16"
"SOC 148  PO-01 SP2023","3"
"SOC 154  PO-01 SP2023","7"
"SOC 170  PZ-01 SP2023","2"
"SOC 189T PO-01 SP2023","6"
"SOC 191  PO-08 SP2023","1"
"SOC 199A PZ-01 SP2023","2"
"SOC 199B PZ-01 SP2023","8"
"SPAN002  CM-01 SP2023","10"
"SPAN002  CM-02 SP2023","14"
"SPAN002  PO-01 SP2023","2"
"SPAN002  PZ-01 SP2023","4"
"SPAN002  PZ-02 SP2023","8"
"SPAN002  PZ-03 SP2023","8"
"SPAN022  PZ-01 SP2023","5"
"SPAN031  PZ-01 SP2023","8"
"SPAN033  CM-02 SP2023","4"
"SPAN033  PO-01 SP2023","7"
"SPAN033  PO-02 SP2023","1"
"SPAN033  PZ-01 SP2023","5"
"SPAN033  PZ-02 SP2023","11"
"SPAN033  PZ-03 SP2023","14"
"SPAN033  SC-02 SP2023","2"
"SPAN033  SC-03 SP2023","4"
"SPAN035  PZ-01 SP2023","21"
"SPAN044  CM-02 SP2023","3"
"SPAN044  CM-03 SP2023","2"
"SPAN044  PO-01 SP2023","4"
"SPAN044  PO-02 SP2023","2"
"SPAN044  PZ-01 SP2023","12"
"SPAN044  SC-01 SP2023","1"
"SPAN044  SC-02 SP2023","4"
"SPAN044L CM-03 SP2023","1"
"SPAN050  PZ-01 SP2023","5"
"SPAN055  PZ-01 SP2023","7"
"SPAN055  PZ-02 SP2023","4"
"SPAN100  PZ-01 SP2023","7"
"SPAN101  PO-02 SP2023","6"
"SPAN102  CM-01 SP2023","4"
"SPAN103  PO-01 SP2023","9"
"SPAN108  PO-01 SP2023","6"
"SPAN127  CH-01 SP2023","10"
"SPAN127  PO-01 SP2023","1"
"SPAN132  PZ-01 SP2023","2"
"SPAN137  PZ-01 SP2023","8"
"SPAN140  SC-01 SP2023","5"
"SPAN171  SC-01 SP2023","1"
"SPAN189  PZ-01 SP2023","5"
"SPAN191  PO-02 SP2023","2"
"SPCH061A CM-01 SP2023","3"
"SPCH061B CM-01 SP2023","2"
"STS 010  HM-01 SP2023","12"
"STS 179N HM-01 SP2023","16"
"STS 191  PO-04 SP2023","1"
"TEST002  PZ-01 SP2023","1"
"TEST010  SC-01 SP2023","1"
"TEST199  CM-01 SP2023","2"
"THEA001A PO-01 SP2023","26"
"THEA001A PO-02 SP2023","14"
"THEA001D PO-01 SP2023","16"
"THEA002  PO-01 SP2023","25"
"THEA011  PO-01 SP2023","3"
"THEA012  PO-01 SP2023","5"
"THEA016  PO-01 SP2023","7"
"THEA017  PO-01 SP2023","18"
"THEA026  PO-01 SP2023","20"
"THEA053CIPO-01 SP2023","4"
"THEA053CIPO-02 SP2023","9"
"THEA053HGPO-01 SP2023","1"
"THEA053HIPO-01 SP2023","11"
"THEA053HIPO-02 SP2023","11"
"THEA054C PO-01 SP2023","8"
"THEA061  PO-01 SP2023","1"
"THEA080  PO-01 SP2023","1"
"THEA081  PO-01 SP2023","22"
"THEA085  PO-01 SP2023","7"
"THEA089C PO-01 SP2023","1"
"THEA130  PO-01 SP2023","1"
"THEA170  PO-01 SP2023","26"
"THEA188  PO-01 SP2023","3"
"THEA191H PO-04 SP2023","2"
"THEA192H PO-04 SP2023","1"
"WRIT016  PZ-01 SP2023","1"
"WRIT101  PZ-01 SP2023","1"
"WRIT109  SC-01 SP2023","3"
"WRIT146  SC-01 SP2023","7"
"WRIT153IOSC-01 SP2023","46"
"WRIT191  SC-01 SP2023","2"
"WRIT197P SC-01 SP2023","5"
